Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Jarred Kelenic,24,us US,L,L,6' 1",206,Jul 16 1999,4,131,110,131,124,0,0,0,0,0,0,75,50,1,124,0,12,1,0.4,$760000,,kelenja01
Ray Kerr,29,us US,L,L,6' 3",185,Sep 10 1994,3,10,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$740000,,kerrra01
Ramón Laureano,29,do DO,R,R,5' 11",203,Jul 15 1994,7,67,54,67,65,0,0,0,0,0,0,26,4,42,65,0,6,1,1.3,,,laurera01
Dylan Lee,29,us US,L,L,6' 3",214,Aug 1 1994,4,52,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,1.3,$760000,,leedy01
Reynaldo López,30,do DO,R,R,6' 1",225,Jan 4 1994,9,26,25,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,5.1,$4000000,All-Star,lopezre01
J.P. Martínez,28,cu CU,L,L,5' 8",174,Mar 21 1996,2,7,1,7,5,0,0,0,0,0,0,2,1,2,5,1,3,2,0.0,$740000,,martijp01
Tyler Matzek,33,us US,L,L,6' 3",230,Oct 19 1990,6,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,$1900000,,matzety01
Whit Merrifield,35,us US,R,R,6' 1",195,Jan 24 1989,9,42,40,42,41,0,0,0,40,1,0,0,0,0,0,0,0,2,0.2,,,merriwh01
A.J. Minter,30,us US,L,L,6' 0",215,Sep 2 1993,8,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,1.1,$6220000,,minteaj01
Charlie Morton,40,us US,R,R,6' 5",215,Nov 12 1983,17,30,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1.1,$20000000,,mortoch02
Sean Murphy,29,us US,R,R,6' 3",228,Oct 4 1994,6,72,67,72,69,0,69,0,0,0,0,0,0,0,0,0,3,0,1.3,$9000000,,murphse01
Matt Olson,30,us US,L,R,6' 5",225,Mar 29 1994,9,162,162,162,162,0,0,162,0,0,0,0,0,0,0,0,0,0,3.8,$22000000,,olsonma02
Marcell Ozuna,33,do DO,R,R,6' 1",225,Nov 12 1990,12,162,162,162,0,0,0,0,0,0,0,0,0,0,0,162,0,0,4.3,$18000000,All-Star,ozunama01
Austin Riley,27,us US,R,R,6' 3",240,Apr 2 1997,6,110,110,110,110,0,0,0,0,110,0,0,0,0,0,0,0,0,2.9,$21000000,,rileyau01
Eddie Rosario,32,pr PR,L,R,6' 1",180,Sep 28 1991,10,24,23,24,24,0,0,0,0,0,0,24,0,0,24,0,1,0,-0.4,,,rosared01
Chris Sale,35,us US,L,L,6' 6",180,Mar 30 1989,14,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,6.2,$16000000,All-Star,salech01
Spencer Schwellenbach,24,us US,R,R,6' 1",200,May 31 2000,1st,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,2.7,$740000,,schwesp01
Zack Short,29,us US,R,R,5' 10",180,May 29 1995,4,30,17,30,27,0,0,0,2,15,10,0,0,0,0,1,2,5,0.2,$747300,,shortza01
AJ Smith-Shawver,21,us US,R,R,6' 3",205,Nov 20 2002,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$740000,,smithaj01
Jorge Soler,32,cu CU,R,R,6' 4",235,Feb 25 1992,11,49,46,49,46,0,0,0,0,0,0,3,0,43,46,0,3,0,0.1,,,solerjo01
Jackson Stephens,30,us US,R,R,6' 2",220,May 11 1994,5,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,stephja01
Spencer Strider,25,us US,R,R,6' 0",195,Oct 28 1998,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$1000000,,stridsp01
Chadwick Tromp,29,aw AW,R,R,5' 8",221,Mar 21 1995,5,19,16,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0.2,$740000,,trompch01
Gio Urshela,32,co CO,R,R,6' 0",215,Oct 11 1991,9,36,36,36,36,0,0,0,0,36,1,0,0,0,0,0,0,0,1.0,,,urshegi01
Darius Vines,26,us US,R,R,6' 1",190,Apr 30 1998,2,4,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,$740000,,vinesda01
Hurston Waldrep,22,us US,R,R,6' 2",210,Mar 1 2002,1st,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,$740000,,waldrhu01
Forrest Wall,28,us US,L,R,6' 0",195,Nov 20 1995,2,13,10,13,12,0,0,0,0,0,0,11,0,1,12,0,0,1,0.0,$750000,,wallfo01
Eli White,30,us US,R,R,6' 2",195,Jun 26 1994,5,35,5,35,30,0,0,0,1,0,0,9,6,16,30,3,2,12,0.3,,,whiteel04
Luke Williams,27,us US,R,R,6' 1",186,Aug 9 1996,4,37,13,34,22,3,0,0,8,6,1,4,0,0,4,6,4,13,0.2,$740000,,willilu01
Allan Winans,28,us US,R,R,6' 2",165,Aug 10 1995,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,$740000,,winanal01
