Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
James McArthur,27,us US,R,R,6' 7",230,Dec 11 1996,2,57,0,2,57,57,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,$745750,,mcartja01
MJ Melendez,25,us US,L,R,6' 1",190,Nov 29 1998,3,135,118,135,123,0,0,1,0,0,0,120,0,4,123,7,15,0,-0.9,$754750,,melenmj01
Vinnie Pasquantino,26,us US,L,L,6' 4",245,Oct 10 1997,3,131,128,131,103,0,0,103,0,0,0,0,0,0,0,25,3,0,1.1,$752750,,pasquvi01
Walter Pennington,26,us US,L,L,6' 2",205,Apr 14 1998,1st,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,penniwa01
Salvador Perez,34,ve VE,R,R,6' 3",255,May 10 1990,13,158,157,158,136,0,91,49,0,0,0,0,0,0,0,24,1,0,2.5,$20000000,All-Star,perezsa02
Tommy Pham,36,us US,R,R,6' 1",223,Mar 8 1988,11,23,23,23,18,0,0,0,0,0,0,11,0,9,18,5,0,0,0.1,,,phamth01
Nick Pratto,25,us US,L,L,6' 1",225,Oct 6 1998,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$740000,,prattni01
Cole Ragans,26,us US,L,L,6' 4",190,Dec 12 1997,3,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,4.9,$753750,All-Star,raganco01
Hunter Renfroe,32,us US,R,R,6' 1",230,Jan 28 1992,9,120,108,120,116,0,0,1,0,0,0,0,0,116,116,3,5,0,0.0,$5500000,,renfrhu01
Matt Sauer,25,us US,R,R,6' 4",230,Jan 21 1999,1st,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,sauerma01
John Schreiber,30,us US,R,R,6' 2",224,Mar 5 1994,6,59,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0.5,$1175000,,schrejo01
Colin Selby,26,us US,R,R,6' 2",220,Oct 24 1997,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$740000,,selbyco01
Brady Singer,27,us US,R,R,6' 5",215,Aug 4 1996,5,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,3.1,$4850000,,singebr01
Will Smith,34,us US,R,L,6' 5",255,Jul 10 1989,12,45,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,$5000000,,smithwi04
Chris Stratton,33,us US,R,R,6' 2",205,Aug 22 1990,9,57,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,$3500000,,stratch01
Nelson Velázquez,25,pr PR,R,R,6' 0",190,Dec 26 1998,3,64,55,64,20,0,0,0,0,0,0,10,0,11,20,41,9,0,-0.5,$747000,,velazne01
Anthony Veneziano,26,us US,L,L,6' 5",205,Sep 1 1997,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$740000,,venezan01
Michael Wacha,32,us US,R,R,6' 6",215,Jul 1 1991,12,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,3.5,$16000000,,wachami01
Drew Waters,25,us US,B,R,6' 1",185,Dec 30 1998,3,7,5,7,6,0,0,0,0,0,0,3,0,4,6,0,0,1,0.0,$740000,,waterdr01
Bobby Witt Jr.,24,us US,R,R,6' 1",200,Jun 14 2000,3,161,161,161,160,0,0,0,0,0,160,0,0,0,0,1,0,0,9.4,$3111111,All-Star,wittbo02
Angel Zerpa,24,ve VE,L,L,6' 0",220,Sep 27 1999,4,60,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0.6,$748250,,zerpaan01
