Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Robert Gasser,25,us US,L,L,6' 0",192,May 31 1999,1st,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,$740000,,gassero01
Eric Haase,31,us US,R,R,5' 10",198,Dec 18 1992,7,30,17,30,23,0,23,0,0,0,0,0,0,0,0,5,4,2,0.4,,,haaseer01
DL Hall,25,us US,L,L,6' 2",203,Sep 19 1998,3,13,7,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,$744200,,halldl01
Kevin Herget,33,us US,L,R,5' 10",185,Apr 3 1991,3,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$740000,,hergeke01
Elieser Hernández,29,ve VE,R,R,6' 1",214,May 3 1995,6,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,hernael01
Brewer Hicklen,28,us US,R,R,6' 1",220,Feb 9 1996,2,3,2,3,2,0,0,0,0,0,0,0,0,2,2,0,0,1,-0.2,,,hicklbr01
Rhys Hoskins,31,us US,R,R,6' 4",240,Mar 17 1993,7,131,124,131,94,0,0,94,0,0,0,0,0,0,0,37,6,0,-0.2,$12000000,,hoskirh01
Bryan Hudson,27,us US,L,L,6' 8",220,May 8 1997,2,43,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,2.5,$741700,,hudsobr01
Tyler Jay,30,us US,L,L,6' 1",185,Apr 19 1994,1st,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,jayty01
Jakob Junis,31,us US,R,R,6' 3",238,Sep 16 1992,8,10,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.6,$4000000,,junisja01
Janson Junk,28,us US,R,R,6' 2",197,Jan 15 1996,4,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$740000,,junkja01
Dallas Keuchel,36,us US,L,L,6' 2",205,Jan 1 1988,13,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,keuchda01
Jared Koenig,30,us US,R,L,6' 5",235,Jan 24 1994,2,55,6,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,1.5,$740000,,koenija01
Nick Mears,27,us US,R,R,6' 2",200,Oct 7 1996,5,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,,mearsni01
James Meeker,29,us US,R,R,6' 4",222,Mar 22 1995,1st,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,meekeja01
Trevor Megill,30,us US,L,R,6' 8",255,Dec 5 1993,4,48,0,1,48,48,0,0,0,0,0,0,0,0,0,0,0,0,1.3,$756600,,megiltr01
Wade Miley,37,us US,L,L,6' 1",220,Nov 13 1986,14,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$7000000,,mileywa01
Owen Miller,27,us US,R,R,5' 11",197,Nov 15 1996,4,14,7,14,11,1,0,9,2,1,0,0,0,0,0,1,4,2,-0.6,$740000,,milleow01
Hoby Milner,33,us US,L,L,6' 3",187,Jan 13 1991,8,61,1,1,61,61,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,$2050000,,milneho01
Garrett Mitchell,25,us US,L,R,6' 3",224,Sep 4 1998,3,69,54,69,60,0,0,0,0,0,0,0,41,23,60,7,9,2,2.0,$744300,,mitchga01
Andruw Monasterio,27,ve VE,R,R,5' 11",196,May 30 1997,2,59,34,59,51,0,0,5,21,26,0,1,0,0,1,2,16,3,-0.2,$752500,,monasan01
Frankie Montas,31,do DO,R,R,6' 2",255,Mar 21 1993,9,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,montafr02
Tobias Myers,25,us US,R,R,6' 1",217,Aug 5 1998,1st,27,25,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,2.7,$740000,,myersto01
Joey Ortiz,25,us US,R,R,5' 9",183,Jul 14 1998,2,142,129,142,141,0,0,0,6,134,10,0,0,0,0,0,6,1,2.7,$741500,,ortizjo06
Enoli Paredes,28,do DO,R,R,5' 11",171,Sep 28 1995,4,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0.6,$740000,,pareden01
Joel Payamps,30,do DO,R,R,6' 2",220,Apr 7 1994,6,68,0,1,68,68,0,0,0,0,0,0,0,0,0,0,0,0,1.1,$1650000,,payamjo01
Elvis Peguero,27,do DO,R,R,6' 5",241,Mar 20 1997,4,52,0,1,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0.4,$754300,,pegueel01
Freddy Peralta,28,do DO,R,R,6' 0",202,Jun 4 1996,7,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,2.6,$5734960,,peralfr01
Blake Perkins,27,us US,B,R,6' 0",208,Sep 10 1996,2,121,104,121,119,0,0,0,0,0,0,0,119,0,119,1,10,2,1.8,$800000,,perkibl01
Colin Rea,33,us US,R,R,6' 5",220,Jul 1 1990,6,32,27,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,1.2,$3500000,,reaco01
Carlos Rodriguez,22,ni NI,R,R,6' 0",206,Nov 27 2001,1st,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,$740000,,rodrica02
Chris Roller,27,us US,R,R,5' 11",186,Oct 8 1996,1st,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,$740000,,rollech01
Joe Ross,31,us US,R,R,6' 4",243,May 21 1993,7,25,10,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,$1750000,,rossjo01
Gary Sánchez,31,do DO,R,R,6' 2",258,Dec 2 1992,10,89,68,89,32,0,28,4,0,0,0,0,0,0,0,47,19,0,0.2,$3000000,,sanchga02
Brice Turang,24,us US,L,R,6' 0",188,Nov 21 1999,2,155,142,155,152,0,0,0,152,0,0,0,0,0,0,1,8,2,4.7,$748200,,turanbr02
Abner Uribe,24,do DO,R,R,6' 3",215,Jun 20 2000,2,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,$747400,,uribeab01
Thyago Vieira,31,br BR,R,R,6' 3",259,Jan 7 1993,5,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,vieirth01
Mitch White,29,us US,R,R,6' 3",210,Dec 28 1994,5,6,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,,whitemi03
Joey Wiemer,25,us US,R,R,6' 4",226,Feb 11 1999,2,19,6,19,17,0,0,0,0,0,0,15,1,1,17,1,5,1,-0.2,$740000,,wiemejo01
Devin Williams,29,us US,R,R,6' 2",193,Sep 21 1994,6,22,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,1.4,$7000000,,willide03
Bryse Wilson,26,us US,R,R,6' 2",272,Dec 20 1997,7,34,9,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0.9,$1000000,,wilsobr02
Christian Yelich,32,us US,L,R,6' 3",206,Dec 5 1991,12,73,73,73,48,0,0,0,0,0,0,48,0,0,48,26,0,0,2.2,$26000000,All-Star,yelicch01
Rob Zastryzny,32,ca CA,R,L,6' 3",205,Mar 26 1992,6,9,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,,zastrro01
