Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Grayson Rodriguez,24,us US,L,R,6' 5",230,Nov 16 1999,2,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1.4,$748300,,rodrigr01
Trevor Rogers,26,us US,L,L,6' 5",217,Nov 13 1997,5,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,,rogertr01
Adley Rutschman,26,us US,B,R,6' 2",230,Feb 6 1998,3,148,141,148,103,0,103,0,0,0,0,0,0,0,0,45,7,0,3.4,$760300,All-Star,rutscad01
Anthony Santander,29,ve VE,B,R,6' 2",230,Oct 19 1994,8,155,154,155,130,0,0,1,0,0,0,0,0,130,130,25,1,0,2.9,$11700000,All-Star,santaan02
Colin Selby,26,us US,R,R,6' 2",220,Oct 24 1997,2,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,,selbyco01
Austin Slater,31,us US,R,R,6' 1",204,Dec 13 1992,8,33,17,33,29,0,0,0,0,0,0,18,2,10,29,0,9,1,0.5,,,slateau01
Burch Smith,34,us US,R,R,6' 4",225,Apr 12 1990,6,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,,smithbu03
Gregory Soto,29,do DO,L,L,6' 1",234,Feb 11 1995,6,23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,,sotogr01
Livan Soto,24,ve VE,L,R,5' 10",160,Jun 22 2000,3,12,4,12,11,0,0,0,6,4,2,0,0,0,0,1,0,1,0.2,,,sotoli01
Kyle Stowers,26,us US,L,L,6' 2",215,Jan 2 1998,3,19,9,19,12,0,0,0,0,0,0,7,0,8,12,2,5,2,0.2,$740000,,stoweky01
Albert Suárez,34,ve VE,R,R,6' 3",235,Oct 8 1989,3,32,24,1,32,32,0,0,0,0,0,0,0,0,0,0,0,0,2.1,$740000,,suareal01
Dillon Tate,30,us US,R,R,6' 2",190,May 1 1994,5,29,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,$1500000,,tatedi01
Ramón Urías,30,mx MX,R,R,5' 10",185,Jun 3 1994,5,100,75,100,96,0,0,2,3,93,0,0,0,0,0,3,7,0,1.5,$2100000,,uriasra01
Nick Vespi,28,us US,L,L,6' 3",235,Oct 10 1995,3,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$742700,,vespini01
Thyago Vieira,31,br BR,R,R,6' 3",259,Jan 7 1993,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,vieirth01
Jacob Webb,30,us US,R,R,6' 2",210,Aug 15 1993,5,60,0,1,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0.9,$1000000,,webbja01
Tyler Wells,29,us US,R,R,6' 8",260,Aug 26 1994,4,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,$1962500,,wellsty01
Jordan Westburg,25,us US,R,R,6' 2",210,Feb 18 1999,2,107,107,107,106,0,0,0,53,67,2,0,0,0,0,1,0,0,2.4,$745800,All-Star,westbjo01
