Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Kevin Kelly,26,us US,R,R,6' 2",200,Nov 28 1997,2,68,0,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,1.7,$740000,,kellyke02
Joel Kuhnel,29,us US,R,R,6' 5",290,Feb 19 1995,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,,kuhnejo01
Zack Littell,28,us US,R,R,6' 4",220,Oct 5 1995,7,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,2.8,$1850000,,litteza01
Jacob Lopez,26,us US,L,L,6' 4",220,Mar 11 1998,2,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$740000,,lopezja04
Richard Lovelady,28,us US,L,L,6' 0",185,Jul 7 1995,5,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.4,$740000,,lovelri01
Brandon Lowe,29,us US,L,R,5' 10",185,Jul 6 1994,7,107,97,107,69,0,0,13,58,0,0,0,0,0,0,37,10,0,2.4,$8750000,,lowebr01
Josh Lowe,26,us US,L,R,6' 4",205,Feb 2 1998,4,106,96,106,93,0,0,0,0,0,0,16,2,79,93,8,9,0,0.7,$755700,,lowejo01
Phil Maton,31,us US,R,R,6' 2",206,Mar 25 1993,8,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$6250000,,matonph01
Curtis Mead,23,au AU,R,R,6' 1",171,Oct 26 2000,2,38,34,38,35,0,0,1,21,14,0,0,0,0,0,2,2,0,-0.5,$742300,,meadcu01
Kameron Misner,26,us US,L,L,6' 4",218,Jan 8 1998,1st,8,4,8,6,0,0,0,0,0,0,4,2,0,6,0,2,1,-0.3,,,misneka01
Mason Montgomery,24,us US,L,L,6' 2",195,Jun 17 2000,1st,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,,montgma01
Christopher Morel,25,do DO,R,R,5' 11",145,Jun 24 1999,3,49,44,49,32,0,0,0,21,0,0,11,0,0,11,13,4,1,-0.8,,,morelch01
Richie Palacios,27,us US,L,R,5' 10",180,May 16 1997,3,92,71,92,86,0,0,0,37,2,1,20,0,33,51,3,10,6,1.8,$745200,,palacri01
Isaac Paredes,25,mx MX,R,R,5' 11",213,Feb 18 1999,5,101,100,101,91,0,0,17,0,78,0,0,0,0,0,10,1,0,2.4,$3400000,All-Star,paredis01
Ryan Pepiot,26,us US,R,R,6' 3",215,Aug 21 1997,3,26,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,2.1,$744900,,pepiory01
René Pinto,27,ve VE,R,R,5' 10",195,Nov 2 1996,3,19,15,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,-0.1,$745100,,pintore02
Colin Poche,30,us US,L,L,6' 3",225,Jan 17 1994,4,43,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0.5,$2375000,,pocheco01
Erasmo Ramírez,34,ni NI,R,R,6' 0",220,May 2 1990,13,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,ramirer02
Harold Ramírez,29,co CO,R,R,5' 11",232,Sep 6 1994,6,48,41,48,7,0,0,0,0,0,0,3,0,6,7,36,7,0,0.1,$3800000,,ramirha02
Drew Rasmussen,28,us US,R,R,6' 1",211,Jul 27 1995,5,16,4,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.6,$1862500,,rasmudr01
Manuel Rodríguez,27,mx MX,R,R,5' 11",210,Aug 6 1996,3,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,1.1,$740000,,rodrima01
Ben Rortvedt,26,us US,L,R,5' 9",191,Sep 25 1997,3,112,87,112,111,1,111,0,0,0,0,0,0,0,0,0,9,1,0.9,$755400,,rortvbe01
Amed Rosario,28,do DO,R,R,6' 2",190,Nov 20 1995,8,76,64,76,61,0,0,0,21,15,12,0,0,20,20,11,8,2,0.5,$1500000,,rosaram01
Austin Shenton,26,us US,L,R,6' 0",205,Jan 22 1998,1st,19,11,19,10,0,0,10,0,0,0,0,0,0,0,6,7,0,0.1,$740000,,shentau01
Jose Siri,28,do DO,R,R,6' 2",210,Jul 22 1995,4,130,116,130,128,0,0,1,0,0,0,0,128,0,128,1,5,4,1.8,$757800,,sirijo01
Jeffrey Springs,31,us US,L,L,6' 3",218,Sep 20 1992,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.9,$5250000,,sprinje01
Justin Sterner,27,us US,R,R,6' 1",215,Aug 29 1996,1st,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$740000,,sternju01
Cole Sulser,34,us US,R,R,6' 1",190,Mar 12 1990,6,6,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.6,,,sulseco01
Edwin Uceta,26,do DO,R,R,6' 0",155,Jan 9 1998,4,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1.9,$740000,,ucetaed01
Jacob Waguespack,30,us US,R,R,6' 6",235,Nov 5 1993,3,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$1200000,,wagueja01
Taylor Walls,27,us US,B,R,5' 10",185,Jul 10 1996,4,84,68,84,83,0,0,0,0,0,83,0,0,0,0,1,0,6,1.4,$757300,,wallsta01
Tyler Zuber,29,us US,R,R,5' 11",195,Jun 16 1995,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,zuberty01
