Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Colin Holderman,28,us US,R,R,6' 4",230,Oct 8 1995,3,55,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0.7,$755000,,holdeco01
Brent Honeywell Jr.,29,us US,R,R,6' 2",195,Mar 31 1995,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,honeybr01
Daulton Jefferies,28,us US,L,R,6' 0",182,Aug 2 1995,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$740000,,jeffeda01
Connor Joe,31,us US,R,R,6' 0",205,Aug 16 1992,5,123,91,123,113,0,0,79,0,0,0,6,0,44,49,3,26,0,0.6,$2125000,,joeco01
Jared Jones,22,us US,L,R,6' 1",190,Aug 6 2001,1st,22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,1.8,$740000,,jonesja09
Mitch Keller,28,us US,R,R,6' 3",220,Apr 4 1996,6,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,2.0,$5854000,,kellemi03
Isiah Kiner-Falefa,29,us US,R,R,5' 11",190,Mar 23 1995,7,50,48,50,50,0,0,0,16,9,28,0,0,0,0,0,2,0,0.4,,,kineris01
Grant Koch,27,us US,R,R,5' 10",195,Feb 5 1997,1st,3,2,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0,-0.1,,,kochgr01
Isaac Mattson,28,us US,R,R,6' 2",205,Jul 14 1995,2,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,mattsis01
Andrew McCutchen,37,us US,R,R,5' 10",190,Oct 10 1986,16,120,115,120,5,0,0,0,0,0,0,0,0,5,5,113,5,0,0.8,$5000000,,mccutan01
Billy McKinney,29,us US,L,L,6' 0",205,Aug 23 1994,7,10,6,10,10,0,0,0,0,0,0,6,2,3,10,0,3,0,0.0,,,mckinbi01
Carmen Mlodzinski,25,us US,R,R,6' 2",220,Feb 19 1999,2,40,4,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0.8,$747500,,mlodzca01
Kyle Nicolas,25,us US,R,R,6' 4",223,Feb 22 1999,2,51,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$740000,,nicolky01
Edward Olivares,28,ve VE,R,R,6' 2",190,Mar 6 1996,5,55,48,55,45,0,0,0,0,0,0,3,0,45,45,7,7,0,-0.7,$1350000,,olivaed02
Luis Ortiz,25,do DO,R,R,6' 2",235,Jan 27 1999,3,37,15,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,3.0,$747500,,ortizlu03
Joshua Palacios,28,us US,L,R,6' 0",200,Jul 30 1995,4,23,19,23,20,0,0,0,0,0,0,4,4,16,20,0,4,0,-0.1,$740000,,palacjo01
Liover Peguero,23,do DO,R,R,6' 1",220,Dec 31 2000,3,3,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,-0.1,$740000,,pegueli01
Martín Pérez,33,ve VE,L,L,6' 0",200,Apr 4 1991,13,16,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$8000000,,perezma02
Quinn Priester,23,us US,R,R,6' 3",210,Sep 16 2000,2,10,6,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,$740000,,priesqu01
Bryan Reynolds,29,us US,B,R,6' 2",205,Jan 27 1995,6,156,156,156,133,0,0,0,0,0,0,118,0,22,133,23,0,0,3.6,$10250000,All-Star,reynobr01
Ryder Ryan,29,us US,R,R,6' 2",205,May 11 1995,2,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,$830000,,ryanry01
Dennis Santana,28,do DO,R,R,6' 2",190,Apr 12 1996,7,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,1.3,,,santade01
Paul Skenes,22,us US,R,R,6' 6",235,May 29 2002,1st,23,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,5.9,$740000,All-Star,skenepa01
Hunter Stratton,27,us US,R,R,6' 4",225,Nov 17 1996,2,36,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0.6,$800000,,strathu01
Jack Suwinski,25,us US,L,L,6' 2",215,Jul 29 1998,3,88,67,88,85,0,0,0,0,0,0,34,45,21,85,0,12,1,-1.7,$755000,,suwinja01
Michael A. Taylor,33,us US,R,R,6' 4",215,Mar 26 1991,11,113,80,113,106,0,0,0,0,0,0,3,103,0,106,1,2,12,0.9,$4000000,,taylomi02
Rowdy Tellez,29,us US,L,L,6' 4",270,Mar 16 1995,7,132,105,131,125,3,0,124,0,0,0,0,0,0,0,0,18,0,-0.4,$3200000,,tellero01
Jared Triolo,26,us US,R,R,6' 3",210,Feb 8 1998,2,125,114,125,119,0,0,9,47,61,9,0,0,1,1,0,4,4,1.3,$745000,,triolja01
Joey Wentz,26,us US,L,L,6' 5",220,Oct 6 1997,3,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,wentzjo01
Alika Williams,25,us US,R,R,6' 1",180,Mar 12 1999,2,37,26,37,34,0,0,0,20,0,16,0,0,0,0,0,3,3,-0.2,$745000,,willial04
Jake Woodford,27,us US,R,R,6' 4",215,Oct 28 1996,5,7,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,,,woodfja01
Nick Yorke,22,us US,R,R,6' 0",200,Apr 2 2002,1st,11,11,11,11,0,0,0,7,1,0,1,0,2,3,0,0,0,-0.2,,,yorkeni01
