Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Leo Rivas,26,ve VE,B,R,"5' 8""",150,Oct 10 1997,1st,43,23,43,39,2,0,0,11,2,26,0,0,0,0,3,2,11,0.3,"$740,000",,rivasle01
Víctor Robles,27,do DO,R,R,"6' 0""",193,May 19 1997,8,77,64,77,73,0,0,0,0,0,0,20,32,28,73,2,2,4,3.1,,,roblevi01
Julio Rodríguez,23,do DO,R,R,"6' 3""",228,Dec 29 2000,3,143,141,143,131,0,0,0,0,0,0,0,131,0,131,10,1,1,4.3,"$12,185,714",,rodriju01
Josh Rojas,30,us US,L,R,"6' 1""",207,Jun 30 1994,6,143,116,142,141,2,0,1,11,131,0,6,0,0,6,1,18,1,2.1,"$3,100,000",,rojasjo01
Gregory Santos,24,do DO,R,R,"6' 2""",190,Aug 28 1999,4,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$750,000",,santogr01
Tayler Saucedo,31,us US,L,L,"6' 4""",205,Jun 18 1993,4,53,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"$753,100",,sauceta01
Kirby Snead,29,us US,L,L,"6' 1""",218,Oct 7 1994,4,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,sneadki01
Collin Snider,28,us US,R,R,"6' 4""",195,Oct 10 1995,3,42,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0.9,"$747,300",,snideco01
Gabe Speier,29,us US,L,L,"5' 11""",200,Apr 12 1995,6,29,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,"$753,300",,speiega01
Ryne Stanek,32,us US,R,R,"6' 4""",226,Jul 26 1991,8,46,0,1,46,46,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,"$4,000,000",,stanery01
Samad Taylor,25,us US,R,R,"5' 8""",160,Jul 11 1998,2,3,1,3,3,0,0,0,0,0,0,2,1,0,3,0,1,0,0.1,"$740,000",,taylosa04
Troy Taylor,22,us US,R,R,"6' 0""",205,Sep 9 2001,1st,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,taylotr01
Trent Thornton,30,us US,R,R,"6' 0""",190,Sep 30 1993,6,71,0,1,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$1,200,000",,thorntr01
Justin Turner,39,us US,R,R,"5' 11""",208,Nov 23 1984,16,48,43,48,31,0,0,31,0,1,0,0,0,0,0,15,5,0,1.2,,,turneju01
Luis Urías,27,mx MX,R,R,"5' 9""",202,Jun 3 1997,7,41,29,41,38,0,0,0,0,38,0,0,0,0,0,1,8,0,0.4,"$5,000,000",,uriaslu01
Jason Vosler,30,us US,L,R,"6' 0""",220,Sep 6 1993,4,10,7,10,6,0,0,5,0,0,0,1,0,1,2,3,2,0,-0.1,,,vosleja01
Austin Voth,32,us US,R,R,"6' 2""",215,Jun 26 1992,7,68,0,1,68,68,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,"$1,250,000",,vothau01
Bryan Woo,24,us US,R,R,"6' 2""",205,Jan 30 2000,2,22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,2.4,"$749,000",,woobr01
Seby Zavala,30,us US,R,R,"5' 11""",205,Aug 28 1993,5,18,14,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$756,700",,zavalse01
