Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Ben Gamel,32,us US,L,L,5' 10",180,May 17 1992,9,18,8,18,15,0,0,0,0,0,0,7,0,10,15,2,2,4,0.0,,,gamelbe01
Reed Garrett,31,us US,R,R,6' 2",195,Jan 2 1993,4,53,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$740000,,garrere01
Grant Hartwig,26,us US,R,R,6' 5",235,Dec 18 1997,2,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$740000,,hartwgr01
Adrian Houser,31,us US,R,R,6' 3",242,Feb 2 1993,8,23,7,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,$5050000,,housead01
Joe Hudson,33,us US,R,R,5' 11",210,May 21 1991,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,$740000,,hudsojo03
Jose Iglesias,34,cu CU,R,R,5' 11",195,Jan 5 1990,12,85,69,85,85,0,0,0,61,36,6,0,0,0,0,0,4,4,3.1,,,iglesjo01
Tyler Jay,30,us US,L,L,6' 1",185,Apr 19 1994,1st,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,,jayty01
Francisco Lindor,30,pr PR,B,R,5' 11",190,Nov 14 1993,10,152,151,152,151,0,0,0,0,0,151,0,0,0,0,1,1,0,6.9,$34100000,,lindofr01
Jorge López,31,pr PR,R,R,6' 3",200,Feb 10 1993,9,28,0,1,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$2000000,,lopezjo02
Joey Lucchesi,31,us US,L,L,6' 5",225,Jun 6 1993,6,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$1650000,,lucchjo01
Sean Manaea,32,us US,R,L,6' 5",245,Feb 1 1992,9,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,3.0,$14500000,,manaese01
Starling Marte,35,do DO,R,R,6' 1",195,Oct 9 1988,13,94,88,94,85,0,0,0,0,0,0,0,0,85,85,9,4,2,0.7,$20750000,,martest01
J.D. Martinez,36,us US,R,R,6' 3",230,Aug 21 1987,14,120,114,120,0,0,0,0,0,0,0,0,0,0,0,118,6,0,0.5,$12000000,,martijd02
Phil Maton,31,us US,R,R,6' 2",206,Mar 25 1993,8,31,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0.7,,,matonph01
Jeff McNeil,32,us US,L,R,6' 1",195,Apr 8 1992,7,129,117,129,128,0,0,0,110,0,0,15,0,17,28,0,7,1,1.6,$10250000,,mcneije01
Tylor Megill,28,us US,R,R,6' 7",230,Jul 28 1995,4,16,15,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.5,$766250,,megilty01
Omar Narváez,32,ve VE,L,R,5' 11",220,Feb 10 1992,9,28,21,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,-0.9,$7000000,,narvaom01
Tomás Nido,30,pr PR,R,R,5' 11",211,Apr 12 1994,8,32,25,32,32,0,32,0,0,0,0,0,0,0,0,0,3,0,0.1,$2100000,,nidoto01
Brandon Nimmo,31,us US,L,R,6' 3",206,Mar 27 1993,9,151,146,151,147,0,0,0,0,0,0,142,28,0,147,4,2,1,2.2,$20500000,,nimmobr01
Dedniel Núñez,28,do DO,R,R,6' 2",180,Jun 5 1996,1st,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0.8,$740000,,nunezde01
Eric Orze,26,us US,R,R,6' 4",195,Aug 21 1997,1st,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,orzeer01
Adam Ottavino,38,us US,B,R,6' 5",246,Nov 22 1985,14,60,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$4500000,,ottavad01
David Peterson,28,us US,L,L,6' 6",240,Sep 3 1995,5,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,2.9,$2150000,,peterda01
Jose Quintana,35,co CO,R,L,6' 1",220,Jan 24 1989,13,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,2.5,$13000000,,quintjo01
Brooks Raley,36,us US,L,L,6' 3",200,Jun 29 1988,7,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,$6500000,,raleybr01
Yohan Ramírez,29,do DO,R,R,6' 4",212,May 6 1995,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,ramiryo01
Sean Reid-Foley,28,gu GU,R,R,6' 3",230,Aug 30 1995,7,23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,,reidfse01
Pablo Reyes,30,do DO,R,R,5' 8",175,Sep 5 1993,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,,,reyespa01
Christian Scott,25,us US,R,R,6' 4",215,Jun 15 1999,1st,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$740000,,scottch01
Kodai Senga,31,jp JP,L,R,6' 1",202,Jan 30 1993,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,$15000000,,sengako01
Luis Severino,30,do DO,R,R,6' 2",218,Feb 20 1994,9,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,1.6,$13000000,,severlu01
Zack Short,29,us US,R,R,5' 10",180,May 29 1995,4,10,3,10,7,0,0,0,1,5,1,0,0,0,0,1,3,3,-0.1,,,shortza01
Drew Smith,30,us US,R,R,6' 2",190,Sep 24 1993,6,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$2225000,,smithdr01
Ryne Stanek,32,us US,R,R,6' 4",226,Jul 26 1991,8,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,stanery01
DJ Stewart,30,us US,L,R,6' 0",210,Nov 30 1993,7,74,48,74,36,0,0,1,0,0,0,11,0,26,36,24,24,1,-0.8,$1380000,,stewadj01
Cole Sulser,34,us US,R,R,6' 1",190,Mar 12 1990,6,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,sulseco01
Tyrone Taylor,30,us US,R,R,6' 1",218,Jan 22 1994,6,130,76,130,113,0,0,0,0,0,0,21,44,70,113,7,21,14,2.0,$2025000,,tayloty01
Julio Teheran,33,co CO,R,R,6' 2",205,Jan 27 1991,13,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,teherju01
Michael Tonkin,34,us US,R,R,6' 7",220,Nov 19 1989,7,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,$1000000,,tonkimi01
Luis Torrens,28,ve VE,R,R,5' 11",217,May 2 1996,7,48,35,47,45,1,44,0,0,0,0,0,0,0,0,2,6,1,0.7,,,torrelu01
Mark Vientos,24,us US,R,R,6' 4",185,Dec 11 1999,3,111,105,111,110,0,0,4,0,108,0,0,0,0,0,1,5,0,3.1,$740000,,vientma01
Josh Walker,29,us US,L,L,6' 6",225,Dec 1 1994,2,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$740000,,walkejo03
Joey Wendle,34,us US,L,R,6' 1",195,Apr 26 1990,9,18,10,18,18,0,0,0,8,7,3,0,0,0,0,0,0,0,-0.1,$2000000,,wendljo01
Jesse Winker,30,us US,L,L,6' 2",206,Aug 17 1993,8,44,33,44,27,0,0,0,0,0,0,12,0,15,27,10,11,0,0.1,,,winkeje01
Alex Young,30,us US,L,L,6' 3",220,Sep 9 1993,6,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,,youngal01
Danny Young,30,us US,L,L,6' 3",200,May 27 1994,3,42,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,$740000,,youngda02
