Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Erick Fedde,31,us US,R,R,6' 4",205,Feb 25 1993,7,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,4.7,$7500000,,feddeer01
Dominic Fletcher,26,us US,L,L,5' 6",195,Sep 2 1997,2,72,64,72,71,0,0,0,0,0,0,1,29,43,71,0,3,1,-0.3,$742900,,fletcdo01
Chris Flexen,29,us US,R,R,6' 3",220,Jul 1 1994,7,33,30,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,1.6,$1750000,,flexech01
Matt Foster,29,us US,R,R,6' 0",200,Jan 27 1995,4,6,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$750000,,fostema01
Deivi García,25,do DO,R,R,5' 9",190,May 19 1999,4,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,,,garcide01
Robbie Grossman,34,us US,B,L,6' 0",209,Sep 16 1989,12,25,19,25,19,0,0,0,0,0,0,5,0,14,19,1,6,0,-0.1,,,grossro01
Tim Hill,34,us US,R,L,6' 4",210,Feb 10 1990,7,27,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,$1800000,,hillti01
Jairo Iriarte,22,ve VE,R,R,6' 2",160,Dec 15 2001,1st,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,iriarja01
Eloy Jiménez,27,do DO,R,R,6' 4",250,Nov 27 1996,6,65,58,65,1,0,0,0,0,0,0,0,0,1,1,61,7,0,-0.5,$13833334,,jimenel02
Corey Julks,28,us US,R,R,5' 11",217,Feb 27 1996,2,66,45,66,55,0,0,0,0,0,0,26,3,28,55,6,9,5,-1.1,$755700,,julksco01
Brad Keller,28,us US,R,R,6' 5",255,Jul 27 1995,7,5,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,kellebr01
Michael Kopech,28,us US,R,R,6' 3",220,Apr 30 1996,5,43,0,1,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$3000000,,kopecmi01
Chad Kuhl,31,us US,R,R,6' 3",200,Sep 10 1992,8,31,1,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,,kuhlch01
Jordan Leasure,25,us US,R,R,6' 3",220,Aug 15 1998,1st,33,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,$740000,,leasujo01
Korey Lee,25,us US,R,R,6' 2",220,Jul 25 1998,3,125,102,125,113,0,113,0,0,0,0,0,0,0,0,9,11,5,0.1,$741850,,leeko01
Dominic Leone,32,us US,R,R,5' 10",215,Oct 26 1991,11,23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,$1500000,,leonedo01
Nicky Lopez,29,us US,L,R,5' 11",185,Mar 13 1995,6,124,111,124,122,0,0,0,83,0,45,0,0,0,0,0,7,2,0.2,$4300000,,lopezni01
Martín Maldonado,37,pr PR,R,R,6' 0",230,Aug 16 1986,14,48,46,48,48,0,48,0,0,0,0,0,0,0,0,0,0,0,-1.3,$4000000,,maldoma01
Davis Martin,27,us US,L,R,6' 2",215,Jan 4 1997,2,11,10,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0.9,$740000,,martida03
Danny Mendick,30,us US,R,R,5' 10",195,Sep 28 1993,6,47,35,47,41,1,0,0,14,26,0,0,0,0,0,1,10,1,-0.3,$865591,,mendida01
Yoán Moncada,29,cu CU,B,R,6' 2",220,May 27 1995,9,12,11,12,11,0,0,0,0,11,0,0,0,0,0,1,0,1,0.3,$24800000,,moncayo01
Nick Nastrini,24,us US,R,R,6' 3",215,Feb 18 2000,1st,9,8,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,$740000,,nastrni01
Rafael Ortega,33,ve VE,L,R,5' 11",200,May 15 1991,8,14,4,14,12,0,0,0,0,0,0,0,11,1,12,1,2,4,-0.2,,,ortegra01
Sammy Peralta,26,us US,L,L,6' 2",215,May 10 1998,2,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,$740000,,peralsa01
Tommy Pham,36,us US,R,R,6' 1",223,Mar 8 1988,11,70,67,70,65,0,0,0,0,0,0,10,30,38,65,2,3,0,0.0,,,phamth01
Kevin Pillar,35,us US,R,R,6' 0",210,Jan 4 1989,12,17,8,17,14,0,0,0,0,0,0,0,7,7,14,2,5,3,0.0,$1000000,,pillake01
Bryan Ramos,22,cu CU,R,R,6' 2",225,Mar 12 2002,1st,32,27,32,21,0,0,0,0,21,0,0,0,0,0,8,3,1,-0.2,$740000,,ramosbr01
Zach Remillard,30,us US,R,R,6' 1",190,Feb 21 1994,2,15,11,15,14,0,0,0,7,3,3,2,1,0,3,1,1,2,0.2,,,remilza01
Luis Robert Jr.,26,cu CU,R,R,6' 2",230,Aug 3 1997,5,100,98,100,97,0,0,0,0,0,0,0,97,0,97,3,2,0,1.4,$12500000,,roberlu01
Chuckie Robinson,29,us US,R,R,5' 11",215,Dec 14 1994,2,26,23,26,26,0,26,0,0,0,0,0,0,0,0,0,1,0,-0.5,$740000,,robinch04
Nick Senzel,29,us US,R,R,6' 1",217,Jun 29 1995,6,10,9,10,7,0,0,0,0,6,0,0,0,1,1,2,1,0,-0.7,,,senzeni01
Bryan Shaw,36,us US,B,R,6' 1",225,Nov 8 1987,14,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,$800000,,shawbr01
Gavin Sheets,28,us US,L,L,6' 5",235,Apr 23 1996,4,139,122,139,88,0,0,43,0,0,0,0,0,45,45,42,16,0,-1.0,$756950,,sheetga01
Braden Shewmake,26,us US,L,R,6' 3",200,Nov 19 1997,2,29,21,29,25,0,0,0,6,8,11,0,0,0,0,2,1,4,-0.6,$740350,,shewmbr01
Jared Shuster,25,us US,L,L,6' 3",220,Aug 3 1998,2,39,4,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,1.0,$740000,,shustja01
Michael Soroka,26,ca CA,R,R,6' 5",250,Aug 4 1997,5,25,9,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0.6,$3000000,,sorokmi01
Lenyn Sosa,24,ve VE,R,R,6' 0",210,Jan 25 2000,3,100,92,100,97,0,0,2,47,52,0,0,0,0,0,1,5,0,-0.4,$740000,,sosale01
Drew Thorpe,23,us US,L,R,6' 4",212,Oct 1 2000,1st,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$740000,,thorpdr01
Touki Toussaint,28,us US,R,R,6' 3",215,Jun 20 1996,7,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,,toussto01
Miguel Vargas,24,cu CU,R,R,6' 2",205,Nov 17 1999,3,42,41,42,37,0,0,0,0,36,0,1,0,0,1,4,1,0,-1.0,,,vargami01
Gus Varland,27,us US,L,R,6' 1",213,Nov 6 1996,2,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,,varlagu01
Andrew Vaughn,26,us US,R,R,6' 0",215,Apr 3 1998,4,149,148,149,122,0,0,122,0,0,0,0,0,0,0,27,1,0,0.2,$3250000,,vaughan01
Steven Wilson,29,us US,R,R,6' 3",221,Aug 24 1994,3,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,$751900,,wilsost02
Jake Woodford,27,us US,R,R,6' 4",215,Oct 28 1996,5,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,,woodfja01
