Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Gavin Hollowell,26,us US,R,R,6' 7",215,Nov 4 1997,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,holloga01
Shota Imanaga,30,jp JP,L,L,5' 10",175,Sep 1 1993,1st,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,3.0,$9250000,All-Star,imanash01
Caleb Kilian,27,us US,R,R,6' 4",180,Jun 2 1997,3,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$740500,,kiliaca01
Mark Leiter Jr.,33,us US,R,R,6' 0",210,Mar 13 1991,5,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,$1500000,,leitema02
Luke Little,23,us US,L,L,6' 8",220,Aug 30 2000,2,30,1,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$740500,,littllu01
Jorge López,31,pr PR,R,R,6' 3",200,Feb 10 1993,9,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0.6,,,lopezjo02
Richard Lovelady,28,us US,L,L,6' 0",185,Jul 7 1995,5,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,,lovelri01
Nick Madrigal,27,us US,R,R,5' 8",175,Mar 5 1997,5,51,21,51,47,0,0,0,15,36,0,0,0,0,0,2,8,0,-0.4,$1810000,,madrini01
Miles Mastrobuoni,28,us US,L,R,5' 10",185,Oct 31 1995,3,50,25,50,38,0,0,0,10,17,10,1,0,2,3,1,17,1,-0.2,$746000,,mastrmi01
Julian Merryweather,32,us US,R,R,6' 4",215,Oct 14 1991,5,15,0,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,$1175000,,merryju01
Matt Mervis,26,us US,L,R,6' 2",225,Apr 16 1998,2,9,8,9,1,1,0,1,0,0,0,0,0,0,0,8,1,0,-0.6,$740000,,mervima01
Tyson Miller,28,us US,R,R,6' 5",220,Jul 29 1995,4,49,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,1.3,$740000,,millety01
Christopher Morel,25,do DO,R,R,5' 11",145,Jun 24 1999,3,103,102,103,74,0,0,0,0,74,0,0,0,0,0,29,1,0,0.2,$767000,,morelch01
Jack Neely,24,us US,R,R,6' 8",245,Jun 5 2000,1st,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,neelyja01
Héctor Neris,35,do DO,R,R,6' 2",227,Jun 14 1989,11,46,0,1,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0.1,$9000000,,nerishe01
Tomás Nido,30,pr PR,R,R,5' 11",211,Apr 12 1994,8,17,15,17,16,0,16,0,0,0,0,0,0,0,0,0,1,0,-0.5,,,nidoto01
Daniel Palencia,24,ve VE,R,R,5' 11",160,Feb 5 2000,2,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$740000,,palenda01
Enoli Paredes,28,do DO,R,R,5' 11",171,Sep 28 1995,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,pareden01
Isaac Paredes,25,mx MX,R,R,5' 11",213,Feb 18 1999,5,52,48,52,50,0,0,0,0,50,0,0,0,0,0,0,3,0,0.4,,,paredis01
Nate Pearson,27,us US,R,R,6' 6",255,Aug 20 1996,4,19,1,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,pearsna01
Ethan Roberts,26,us US,R,R,5' 10",180,Jul 4 1997,2,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$740000,,roberet01
Drew Smyly,35,us US,L,L,6' 2",188,Jun 13 1989,11,50,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$8500000,,smylydr01
Justin Steele,28,us US,L,L,6' 2",205,Jul 11 1995,4,24,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,1.9,$4000000,,steelju01
Seiya Suzuki,29,jp JP,R,R,5' 11",182,Aug 18 1994,3,132,131,132,73,0,0,0,0,0,0,1,0,72,73,59,1,0,3.5,$21000000,,suzukse01
Dansby Swanson,30,us US,R,R,6' 1",190,Feb 11 1994,9,149,146,149,148,0,0,0,0,0,148,0,0,0,0,0,2,0,4.0,$26000000,,swansda01
Jameson Taillon,32,us US,R,R,6' 5",230,Nov 18 1991,8,28,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,2.2,$18000000,,taillja01
Mike Tauchman,33,us US,L,L,6' 1",220,Dec 3 1990,7,109,74,109,75,0,0,0,0,0,0,16,15,51,75,21,28,0,0.6,$1950000,,tauchmi01
Keegan Thompson,29,us US,R,R,6' 1",210,Mar 13 1995,4,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0.6,$740000,,thompke02
Jesús Tinoco,29,ve VE,R,R,6' 4",258,Apr 30 1995,5,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,,tinocje01
Luis Vázquez,24,pr PR,R,R,6' 0",165,Oct 10 1999,1st,11,3,11,10,0,0,0,1,3,6,0,0,0,0,0,1,2,-0.2,$740000,,vazqulu01
Hayden Wesneski,26,us US,R,R,6' 3",210,Dec 5 1997,3,28,7,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,$740000,,wesneha01
Jordan Wicks,24,us US,L,L,6' 3",220,Sep 1 1999,2,11,10,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,$741500,,wicksjo01
Trey Wingenter,30,us US,R,R,6' 7",237,Apr 15 1994,4,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,wingetr01
Patrick Wisdom,32,us US,R,R,6' 2",220,Aug 27 1991,7,75,36,75,50,1,0,27,3,17,0,3,0,5,8,11,35,2,-0.4,$2725000,,wisdopa01
