Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Brandon Pfaadt,25,us US,R,R,6' 4",220,Oct 15 1998,2,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0.5,$754400,,pfaadbr01
A.J. Puk,29,us US,L,L,6' 7",248,Apr 25 1995,5,30,0,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1.3,,,pukaj01
Eduardo Rodríguez,31,ve VE,L,L,6' 2",231,Apr 7 1993,9,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$14000000,,rodried05
Andrew Saalfrank,26,us US,L,L,6' 3",205,Aug 18 1997,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,,saalfan01
Paul Sewald,34,us US,R,R,6' 3",219,May 26 1990,8,42,0,1,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$7350000,,sewalpa01
Pavin Smith,28,us US,L,L,6' 2",208,Feb 6 1996,5,60,35,60,49,1,0,17,0,0,0,16,0,17,32,3,15,0,0.7,$740000,,smithpa04
Eugenio Suárez,32,ve VE,R,R,5' 11",213,Jul 18 1991,11,158,157,158,155,0,0,0,0,155,0,0,0,0,0,3,0,0,3.1,$11285715,,suareeu01
Alek Thomas,24,us US,L,L,5' 11",175,Apr 28 2000,3,39,26,39,35,0,0,0,0,0,0,0,35,0,35,2,3,5,0.0,$769500,,thomaal01
Ryan Thompson,32,us US,R,R,6' 5",210,Jun 26 1992,5,67,0,1,67,67,0,0,0,0,0,0,0,0,0,0,0,0,1.0,$1350000,,thompry02
Thyago Vieira,31,br BR,R,R,6' 3",259,Jan 7 1993,5,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$777500,,vieirth01
Christian Walker,33,us US,R,R,6' 0",208,Mar 28 1991,10,130,126,130,129,0,0,129,0,0,0,0,0,0,0,0,3,0,2.6,$10900000,,walkech02
Blake Walston,23,us US,L,L,6' 5",175,Jun 28 2001,1st,7,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$740000,,walstbl01
