Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Aaron Brooks,34,us US,R,R,"6' 4""",230,Apr 27 1990,6,5,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,brookaa01
Seth Brown,31,us US,L,L,"6' 1""",223,Jul 13 1992,6,124,94,124,121,0,0,45,0,0,0,55,1,31,82,2,23,4,-0.6,"$2,600,000",,brownse01
Lawrence Butler,23,us US,L,R,"6' 3""",210,Jul 10 2000,2,125,105,125,123,0,0,0,0,0,0,0,2,123,123,0,11,3,3,"$740,000",,butlela01
Daz Cameron,27,us US,R,R,"6' 0""",185,Jan 15 1997,4,66,45,66,58,0,0,0,0,0,0,30,15,20,58,2,9,7,-0.5,"$740,000",,camerda01
J.D. Davis,31,us US,R,R,"6' 3""",218,Apr 27 1993,8,39,33,39,33,0,0,24,0,14,0,0,0,0,0,6,6,0,-0.1,,,davisjd01
Aledmys Díaz,33,cu CU,R,R,"6' 1""",195,Aug 1 1990,9,12,9,12,12,0,0,4,1,1,6,1,0,0,1,0,1,0,-0.5,"$8,000,000",,diazal02
Lucas Erceg,29,us US,L,R,"6' 2""",214,May 1 1995,2,38,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"$750,000",,erceglu01
Joey Estes,22,us US,R,R,"6' 2""",190,Oct 8 2001,2,25,24,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0.7,"$740,000",,estesjo01
Tyler Ferguson,30,us US,R,R,"6' 4""",225,Oct 5 1993,1st,48,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0.7,"$740,000",,ferguty01
Zack Gelof,24,us US,R,R,"6' 2""",205,Oct 19 1999,2,138,136,138,138,0,0,0,138,0,0,0,0,0,0,0,0,2,1.4,"$740,000",,gelofza01
J.T. Ginn,25,us US,R,R,"6' 2""",200,May 20 1999,1st,8,6,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,ginnjt01
Tristan Gray,28,us US,L,R,"6' 1""",215,Mar 22 1996,2,8,6,8,8,0,0,7,0,2,0,0,0,0,0,0,2,0,0,,,graytr01
Brett Harris,26,us US,R,R,"6' 2""",208,Jun 24 1998,1st,36,31,36,35,0,0,0,0,35,0,0,0,0,0,0,0,1,-0.5,"$740,000",,harribr02
Hogan Harris,27,us US,R,L,"6' 3""",230,Dec 26 1996,2,21,9,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1.9,"$740,000",,harriho03
Darell Hernaiz,22,pr PR,R,R,"5' 11""",190,Aug 3 2001,1st,48,39,48,47,0,0,0,3,32,19,0,0,0,0,0,1,3,-0.8,"$740,000",,hernada04
Grant Holman,24,us US,R,R,"6' 6""",250,May 31 2000,1st,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,,holmagr01
Dany Jiménez,30,do DO,R,R,"6' 1""",182,Dec 23 1993,4,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,"$750,000",,jimenda01
Janson Junk,28,us US,R,R,"6' 2""",197,Jan 15 1996,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,junkja01
Michael Kelly,31,us US,R,R,"6' 4""",185,Sep 6 1992,3,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.8,"$750,000",,kellymi03
Will Klein,24,us US,R,R,"6' 5""",230,Nov 28 1999,1st,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,,kleinwi01
Shea Langeliers,26,us US,R,R,"6' 0""",205,Nov 18 1997,3,137,126,137,131,0,131,0,0,0,0,0,0,0,0,3,9,0,2.9,"$745,000",,langesh01
Easton Lucas,27,us US,L,L,"6' 4""",180,Sep 23 1996,2,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,lucasea01
Kyle McCann,26,us US,L,R,"6' 2""",217,Dec 2 1997,1st,54,41,54,44,0,44,0,0,0,0,0,0,0,0,6,8,0,0.2,"$740,000",,mccanky01
T.J. McFarland,35,us US,L,L,"6' 3""",200,Jun 8 1989,12,79,0,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0.6,"$850,000",,mcfartj01
Luis Medina,25,do DO,R,R,"6' 1""",175,May 3 1999,2,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$740,000",,medinlu02
Mason Miller,25,us US,R,R,"6' 5""",200,Aug 24 1998,2,55,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,2.4,"$740,000",All-Star,millema03
Kyle Muller,26,us US,R,L,"6' 7""",250,Oct 7 1997,4,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"$740,000",,mulleky01
Tyler Nevin,27,us US,R,R,"6' 4""",225,May 29 1997,4,87,68,87,80,0,0,38,0,25,0,13,0,18,30,5,14,0,-0.2,,,nevinty01
Sean Newcomb,31,us US,L,L,"6' 5""",255,Jun 12 1993,8,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$1,000,000",,newcose01
Vinny Nittoli,33,us US,R,R,"6' 1""",210,Nov 11 1990,4,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"$740,000",,nittovi01
Ryan Noda,28,us US,L,L,"6' 1""",217,Mar 30 1996,2,36,25,36,32,0,0,30,0,0,0,0,0,2,2,1,8,0,-0.6,"$745,000",,nodary01
Jack O'Loughlin,24,au AU,L,L,"6' 5""",223,Mar 14 2000,1st,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"$740,000",,olougja01
Michel Otañez,26,do DO,R,R,"6' 4""",218,Jul 3 1997,1st,36,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"$740,000",,otanemi01
Gerardo Reyes,31,mx MX,R,R,"5' 11""",195,May 13 1993,4,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,,reyesge01
Brent Rooker,29,us US,R,R,"6' 3""",225,Nov 1 1994,5,145,144,145,14,0,0,0,0,0,0,9,0,5,14,131,1,0,5.6,"$750,000",,rookebr01
Esteury Ruiz,25,do DO,R,R,"6' 0""",169,Feb 15 1999,3,29,16,29,27,0,0,0,0,0,0,19,9,0,27,0,6,6,-0.1,"$745,000",,ruizes01
Max Schuemann,27,us US,R,R,"5' 11""",186,Jun 11 1997,1st,133,119,133,132,0,0,0,9,27,93,7,2,1,10,0,5,3,0.8,"$740,000",,schuema01
JP Sears,28,us US,R,L,"5' 11""",180,Feb 19 1996,3,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,2.3,"$745,000",,searsjp01
Tyler Soderstrom,22,us US,L,R,"6' 2""",200,Nov 24 2001,2,61,53,61,59,0,1,59,0,0,0,0,0,0,0,0,5,1,0.5,"$740,000",,soderty01
Mitch Spence,26,us US,R,R,"6' 1""",185,May 6 1998,1st,35,24,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,1.6,"$740,000",,spencmi01
Ross Stripling,34,us US,R,R,"6' 1""",215,Nov 23 1989,9,22,14,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,,,stripro01
Abraham Toro,27,ca CA,B,R,"6' 0""",223,Dec 20 1996,6,94,82,94,79,0,0,5,19,56,0,1,0,0,1,11,10,1,0.6,"$1,275,000",,toroab01
Jacob Wilson,22,us US,R,R,"6' 2""",190,Mar 30 2002,1st,28,27,28,27,0,0,0,0,0,27,0,0,0,0,0,0,1,-0.2,,,wilsoja05
Alex Wood,33,us US,R,L,"6' 4""",215,Jan 12 1991,12,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,"$8,500,000",,woodal02
