Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Miguel Díaz,29,do DO,R,R,"6' 0""",224,Nov 28 1994,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,diazmi02
Yainer Diaz,25,do DO,R,R,"6' 0""",195,Sep 21 1998,3,148,146,148,112,0,102,11,0,0,0,0,0,0,0,37,2,0,3.2,"$768,900",,diazya02
Shawn Dubin,28,us US,R,R,"6' 0""",164,Sep 6 1995,2,31,2,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,"$741,600",,dubinsh01
Mauricio Dubón,29,hn HN,R,R,"6' 0""",173,Jul 19 1994,6,137,107,137,133,0,0,20,22,10,5,67,22,13,93,0,12,8,1.1,"$3,500,000",,dubonma01
Caleb Ferguson,27,us US,R,L,"6' 3""",226,Jul 2 1996,6,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,,ferguca01
J.P. France,29,us US,R,R,"6' 0""",198,Apr 4 1995,2,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,"$767,600",,francjp01
Ben Gamel,32,us US,L,L,"5' 10""",180,May 17 1992,9,20,18,20,20,0,0,0,0,0,0,8,0,18,20,0,2,0,0.2,,,gamelbe01
Josh Hader,30,us US,L,L,"6' 3""",188,Apr 7 1994,8,71,0,3,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0.6,"$19,000,000",,haderjo01
Blair Henley,27,us US,R,R,"6' 3""",190,May 14 1997,1st,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$740,000",,henlebl01
Nick Hernandez,29,us US,R,R,"6' 1""",212,Dec 30 1994,2,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$740,000",,hernani01
Jason Heyward,34,us US,L,L,"6' 5""",240,Aug 9 1989,15,24,14,24,24,0,0,0,0,0,0,8,2,16,24,0,2,1,0.3,,,heywaja01
Cooper Hummel,29,us US,B,R,"5' 9""",198,Nov 28 1994,3,6,1,6,4,0,0,0,0,0,0,4,0,0,4,1,5,0,-0.1,"$740,000",,hummeco01
Cristian Javier,27,do DO,R,R,"6' 1""",210,Mar 26 1997,5,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"$7,400,000",,javiecr01
Grae Kessinger,26,us US,R,R,"6' 1""",204,Aug 25 1997,2,23,4,22,18,1,0,1,6,7,3,0,0,0,0,3,4,4,-0.3,"$742,100",,kessigr01
Yusei Kikuchi,33,jp JP,L,L,"6' 0""",210,Jun 17 1991,6,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1.3,,,kikucyu01
Bryan King,27,us US,R,L,"6' 1""",205,Nov 5 1996,1st,28,0,1,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.6,,,kingbr02
Joel Kuhnel,29,us US,R,R,"6' 5""",290,Feb 19 1995,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,,kuhnejo01
Pedro León,26,cu CU,R,R,"5' 9""",170,May 28 1998,1st,7,6,7,6,0,0,0,0,0,0,0,0,6,6,0,0,1,-0.3,,,leonpe01
Joey Loperfido,25,us US,L,R,"6' 3""",220,May 11 1999,1st,38,31,38,35,0,0,1,0,0,0,24,5,13,34,1,2,4,0.3,"$740,000",,loperjo01
Seth Martinez,29,us US,R,R,"6' 2""",193,Aug 29 1994,4,44,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"$753,600",,martise01
Chas McCormick,29,us US,R,L,"6' 0""",208,Apr 19 1995,4,94,72,94,93,0,0,0,0,0,0,53,15,40,93,0,6,3,-0.6,"$2,850,000",,mccorch01
Jake Meyers,28,us US,R,L,"6' 0""",200,Jun 18 1996,4,148,126,148,145,0,0,0,0,0,0,1,144,0,145,1,9,3,1.7,"$767,300",,meyerja02
Rafael Montero,33,do DO,R,R,"6' 0""",193,Oct 17 1990,10,41,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$11,500,000",,montera01
Parker Mushinski,28,us US,L,L,"6' 0""",225,Nov 22 1995,3,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$747,400",,mushipa01
Héctor Neris,35,do DO,R,R,"6' 2""",227,Jun 14 1989,11,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,,nerishe01
Kaleb Ort,32,us US,R,R,"6' 4""",248,Feb 5 1992,4,22,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"$740,000",,ortka01
Jeremy Peña,26,do DO,R,R,"6' 0""",202,Sep 22 1997,3,157,157,157,157,0,0,0,0,0,157,0,0,0,0,0,0,0,4.1,"$783,500",,penaje02
Ryan Pressly,35,us US,R,R,"6' 2""",207,Dec 15 1988,12,59,0,2,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"$14,000,000",,pressry01
César Salazar,28,mx MX,L,R,"5' 8""",198,Mar 15 1996,2,12,7,12,10,0,10,0,0,0,0,0,0,0,0,2,2,0,0.2,"$740,000",,salazce01
Tayler Scott,32,za ZA,R,R,"6' 3""",185,Jun 1 1992,4,62,1,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,1.7,"$790,000",,scottta02
Jon Singleton,32,us US,L,L,"6' 0""",256,Sep 18 1991,4,119,97,119,94,0,0,94,0,0,0,0,0,0,0,12,21,0,0.3,"$850,000",,singljo02
Alex Speas,26,us US,R,R,"6' 3""",205,Mar 4 1998,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"$740,000",,speasal01
Wander Suero,32,do DO,R,R,"6' 4""",216,Sep 15 1991,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,suerowa01
Kyle Tucker,27,us US,L,R,"6' 4""",212,Jan 17 1997,7,78,76,78,70,0,0,0,0,0,0,0,0,70,70,8,2,0,4.7,"$12,000,000",All-Star,tuckeky01
Framber Valdez,30,do DO,R,L,"5' 11""",230,Nov 19 1993,7,28,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,4.5,"$12,100,000",,valdefr01
Justin Verlander,41,us US,R,R,"6' 5""",235,Feb 20 1983,19,17,17,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$43,333,333",,verlaju01
Shay Whitcomb,25,us US,R,R,"6' 0""",202,Sep 28 1998,1st,20,10,20,17,0,0,0,4,14,0,0,0,0,0,0,4,2,-0.4,,,whitcsh01
Forrest Whitley,26,us US,R,R,"6' 7""",208,Sep 15 1997,1st,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"$740,000",,whitlfo01
