Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Tommy Kahnle,34,us US,R,R,6' 1",230,Aug 7 1989,10,50,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0.8,$5750000,,kahnlto01
Mark Leiter Jr.,33,us US,R,R,6' 0",210,Mar 13 1991,5,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,,leitema02
DJ LeMahieu,35,us US,R,R,6' 4",220,Jul 13 1988,14,67,55,67,66,0,0,38,0,36,0,0,0,0,0,0,4,0,-1.6,$15000000,,lemahdj01
Jonathan Loáisiga,29,ni NI,R,R,5' 11",165,Nov 2 1994,7,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$2500000,,loaisjo01
Josh Maciejewski,28,us US,R,L,6' 3",210,Aug 14 1995,1st,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,maciejo01
Ron Marinaccio,28,us US,R,R,6' 2",205,Jul 1 1995,3,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$740000,,marinro01
Tim Mayza,32,us US,L,L,6' 3",215,Jan 15 1992,7,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,mayzati01
Anthony Misiewicz,29,us US,R,L,6' 1",196,Nov 1 1994,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,misiean01
Carlos Narváez,25,ve VE,R,R,5' 11",190,Nov 26 1998,1st,6,4,6,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0.1,,,narvaca01
Oswald Peraza,24,ve VE,R,R,5' 11",200,Jun 15 2000,3,4,4,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0.1,$766600,,perazos02
Cody Poteet,29,us US,R,R,6' 1",190,Jul 30 1994,3,5,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.9,$750000,,poteeco01
Ben Rice,25,us US,L,R,6' 1",215,Feb 22 1999,1st,50,41,50,50,0,1,49,0,0,0,0,0,0,0,0,4,2,-0.4,,,ricebe01
Anthony Rizzo,34,us US,L,L,6' 3",240,Aug 8 1989,14,92,91,92,92,0,0,92,0,0,0,0,0,0,0,0,1,0,0.2,$17000000,,rizzoan01
Carlos Rodón,31,us US,L,L,6' 2",255,Dec 10 1992,10,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,1.9,$27833334,,rodonca01
Dennis Santana,28,do DO,R,R,6' 2",190,Apr 12 1996,7,23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,,santade01
Clarke Schmidt,28,us US,R,R,6' 1",200,Feb 20 1996,5,16,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,2.0,$2025000,,schmicl01
Kevin Smith,27,us US,R,R,5' 11",190,Jul 4 1996,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,,,smithke05
Juan Soto,25,do DO,L,L,6' 2",224,Oct 25 1998,7,157,156,157,151,0,0,0,0,0,0,6,0,145,151,5,1,0,7.9,$31000000,All-Star,sotoju01
Giancarlo Stanton,34,us US,R,R,6' 6",245,Nov 8 1989,15,114,109,114,0,0,0,0,0,0,0,0,0,0,0,109,5,0,0.7,$32000000,,stantmi03
Marcus Stroman,33,us US,R,R,5' 7",180,May 1 1991,10,30,29,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0.7,$18500000,,stromma01
Michael Tonkin,34,us US,R,R,6' 7",220,Nov 19 1989,7,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0.6,,,tonkimi01
Gleyber Torres,27,ve VE,R,R,6' 1",205,Dec 13 1996,7,154,152,154,153,0,0,0,153,0,0,0,0,0,0,0,2,0,1.8,$14200000,,torregl01
Taylor Trammell,26,us US,L,L,6' 2",220,Sep 13 1997,4,5,0,5,4,0,0,0,0,0,0,2,0,2,4,1,0,4,-0.1,,,trammta01
Jose Trevino,31,us US,R,R,5' 10",215,Nov 28 1992,7,74,62,73,72,2,71,0,0,0,0,0,0,0,0,0,8,0,0.5,$2730000,,trevijo01
Alex Verdugo,28,us US,L,L,6' 0",209,May 15 1996,8,149,145,149,149,0,0,0,0,0,0,141,7,10,149,0,0,0,0.8,$8700000,,verdual01
Anthony Volpe,23,us US,R,R,5' 9",180,Apr 28 2001,2,160,158,160,160,0,0,0,0,0,160,0,0,0,0,0,0,1,3.4,$810100,,volpean01
Will Warren,25,us US,R,R,6' 2",175,Jun 16 1999,1st,6,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,,,warrewi01
Luke Weaver,30,us US,R,R,6' 2",183,Aug 21 1993,9,62,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,1.9,$2000000,,weavelu01
Austin Wells,24,us US,L,R,6' 2",220,Jul 12 1999,2,115,96,115,110,0,110,0,0,0,0,0,0,0,0,2,15,1,2.5,$750000,,wellsau01
