Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Yu Darvish,37,jp JP,R,R,6' 5",220,Aug 16 1986,12,16,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,2.0,$16000000,,darviyu01
Austin Davis,31,us US,L,L,6' 4",235,Feb 3 1993,6,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,davisau01
Enyel De Los Santos,28,do DO,R,R,6' 3",235,Dec 25 1995,6,44,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$1600000,,delosen01
Elias Díaz,33,ve VE,R,R,6' 1",223,Nov 17 1990,10,12,7,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0.1,,,diazel01
Carl Edwards Jr.,32,us US,R,R,6' 3",165,Sep 3 1991,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,edwarca01
Jeremiah Estrada,25,us US,B,R,6' 1",185,Nov 1 1998,3,62,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,1.2,$740000,,estraje01
Logan Gillaspie,27,us US,R,R,6' 2",215,Apr 17 1997,3,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$740000,,gillalo01
Kyle Higashioka,34,us US,R,R,6' 1",202,Apr 20 1990,8,84,77,84,83,0,83,0,0,0,0,0,0,0,0,0,1,0,1.4,$2180000,,higasky01
Bryan Hoeing,27,us US,R,R,6' 6",210,Oct 19 1996,3,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0.9,,,hoeinbr01
Alek Jacob,26,us US,L,R,6' 3",190,Jun 16 1998,2,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$740000,,jacobal01
Bryce Johnson,28,us US,B,R,6' 1",195,Oct 27 1995,3,47,18,47,43,0,0,0,0,0,0,4,1,38,43,1,4,11,-0.3,,,johnsbr03
Ha-Seong Kim,28,kr KR,R,R,5' 9",168,Oct 17 1995,4,121,119,121,121,0,0,0,0,0,121,0,0,0,0,0,1,1,2.6,$8000000,,kimha01
Michael King,29,us US,R,R,6' 3",210,May 25 1995,6,31,30,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,4.2,$3150000,,kingmi01
Stephen Kolek,27,us US,R,R,6' 3",210,Apr 18 1997,1st,42,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,$740000,,kolekst01
Brandon Lockridge,27,us US,R,R,6' 0",185,Mar 14 1997,1st,12,3,12,8,0,0,0,0,0,0,5,1,2,8,2,0,5,0.0,,,lockrbr01
Manny Machado,31,us US,R,R,6' 3",218,Jul 6 1992,13,152,151,152,100,0,0,0,0,100,0,0,0,0,0,51,1,0,3.1,$17090909,,machama01
Yuki Matsui,28,jp JP,L,L,5' 8",165,Oct 30 1995,1st,64,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0.8,$3250000,,matsuyu01
Adam Mazur,23,us US,R,R,6' 2",180,Apr 20 2001,1st,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,$740000,,mazurad01
Mason McCoy,29,us US,R,R,5' 11",185,Mar 31 1995,2,19,16,19,19,0,0,0,0,0,19,0,0,0,0,0,0,0,-0.1,,,mccoyma01
Jackson Merrill,21,us US,L,R,6' 3",195,Apr 19 2003,1st,156,148,156,155,0,0,0,0,0,0,0,155,0,155,0,5,1,4.4,$740000,All-Star,merrija01
Adrián Morejón,25,cu CU,L,L,5' 11",224,Feb 27 1999,6,60,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,1.3,$850000,,morejad01
Joe Musgrove,31,us US,R,R,6' 5",230,Dec 4 1992,9,19,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,1.7,$20000000,,musgrjo01
Graham Pauley,23,us US,L,R,6' 1",200,Sep 24 2000,1st,13,8,13,6,0,0,1,0,6,0,0,0,0,0,5,5,0,-0.4,$740000,,paulegr01
David Peralta,36,ve VE,L,L,6' 1",210,Aug 14 1987,11,91,66,91,65,0,0,0,0,0,0,11,0,54,65,16,20,0,0.8,,,peralda01
Wandy Peralta,32,do DO,L,L,6' 0",227,Jul 27 1991,9,46,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0.4,$3350000,,peralwa01
Martín Pérez,33,ve VE,L,L,6' 0",200,Apr 4 1991,13,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,perezma02
Jurickson Profar,31,cw CW,B,R,6' 0",184,Feb 20 1993,11,158,158,158,150,0,0,2,0,0,0,148,0,0,148,8,0,0,3.6,$1000000,All-Star,profaju01
Sean Reynolds,26,us US,L,R,6' 8",250,Apr 19 1998,1st,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,,reynose01
Eguy Rosario,24,do DO,R,R,5' 7",150,Aug 25 1999,3,30,11,30,27,0,0,0,2,26,0,0,0,0,0,3,16,0,0.3,$744400,,rosareg01
Tanner Scott,29,us US,R,L,6' 0",235,Jul 22 1994,8,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.7,,,scottta01
Donovan Solano,36,co CO,R,R,5' 8",210,Dec 17 1987,11,96,67,96,57,0,0,26,1,32,0,0,0,0,0,29,26,1,1.0,,,solando01
Robert Suarez,33,ve VE,R,R,6' 2",210,Mar 1 1991,3,65,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,2.1,$10000000,All-Star,suarero01
Brett Sullivan,30,us US,L,R,5' 10",195,Feb 22 1994,2,7,4,7,7,0,5,2,0,0,0,0,0,0,0,0,2,0,0.0,$740000,,sullibr01
Fernando Tatis Jr.,25,do DO,R,R,6' 3",217,Jan 2 1999,5,102,99,102,96,0,0,0,0,0,0,0,0,96,96,4,2,0,2.6,$11714286,All-Star,tatisfe02
Randy Vásquez,25,do DO,R,R,6' 0",165,Nov 3 1998,2,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0.5,$740000,,vasqura02
Tyler Wade,29,us US,L,R,6' 1",188,Nov 23 1994,8,90,38,90,72,0,0,0,15,31,13,12,2,7,21,5,14,21,-0.7,$850000,,wadety01
Matt Waldron,27,us US,R,R,6' 2",185,Sep 26 1996,2,27,26,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0.8,$741800,,waldrma01
