Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Seth Halvorsen,24,us US,R,R,6' 2",225,Feb 18 2000,1st,12,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.6,,,halvose01
Geoff Hartlieb,30,us US,R,R,6' 5",240,Dec 9 1993,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,$740000,,hartlge01
Jaden Hill,24,us US,R,R,6' 4",234,Dec 22 1999,1st,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,hillja01
Sam Hilliard,30,us US,L,L,6' 4",236,Feb 21 1994,6,58,42,58,52,0,0,0,0,0,0,29,16,11,52,3,3,5,0.5,,,hillisa01
Dakota Hudson,29,us US,R,R,6' 5",215,Sep 15 1994,7,18,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,$1500000,,hudsoda02
Greg Jones,26,us US,B,R,6' 0",175,Mar 7 1998,1st,6,1,6,4,0,0,0,0,0,0,0,0,4,4,0,2,0,0.1,$740000,,jonesgr02
Nolan Jones,26,us US,L,R,6' 4",195,May 7 1998,3,79,74,79,69,0,0,0,0,0,0,69,0,0,69,7,2,2,-0.7,$740000,,jonesno01
Evan Justice,25,us US,L,L,6' 4",205,Jul 7 1998,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$740000,,justiev01
Tyler Kinley,33,us US,R,R,6' 4",220,Jan 31 1991,7,67,0,2,67,67,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,$1300000,,kinlety01
Matt Koch,33,us US,L,R,6' 3",215,Nov 2 1990,7,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,,,kochma01
Peter Lambert,27,us US,R,R,6' 2",208,Apr 18 1997,4,28,3,1,28,28,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,$1250000,,lambepe01
Justin Lawrence,29,pa PA,R,R,6' 3",213,Nov 25 1994,4,56,0,2,56,56,0,0,0,0,0,0,0,0,0,0,0,0,-1.7,$745000,,lawreju01
Germán Márquez,29,ve VE,R,R,6' 1",230,Feb 22 1995,9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$10000000,,marquge01
Ryan McMahon,29,us US,L,R,6' 2",219,Dec 14 1994,8,153,151,153,152,0,0,0,0,152,0,0,0,0,0,2,1,0,2.5,$12000000,All-Star,mcmahry01
Nick Mears,27,us US,R,R,6' 2",200,Oct 7 1996,5,41,0,1,41,41,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$750000,,mearsni01
Anthony Molina,22,ve VE,R,R,6' 1",170,Jan 12 2002,1st,35,1,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,$740000,,molinan01
Elehuris Montero,25,do DO,R,R,6' 3",235,Aug 17 1998,3,67,60,67,54,0,0,54,0,0,0,0,0,0,0,12,4,0,-1.7,$745000,,monteel01
Luis Peralta,23,do DO,L,L,5' 11",170,Jan 6 2001,1st,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.8,,,perallu01
Riley Pint,26,us US,R,R,6' 5",225,Nov 6 1997,2,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,$740000,,pintri01
Cal Quantrill,29,ca CA,L,R,6' 3",195,Feb 10 1995,6,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,1.6,$6550000,,quantca01
Brendan Rodgers,27,us US,R,R,6' 0",204,Aug 9 1996,6,135,129,135,132,0,0,0,132,0,0,0,0,0,0,5,1,2,1.1,$3200000,,rodgebr02
Josh Rogers,29,us US,L,L,6' 3",211,Jul 10 1994,5,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$740000,,rogerjo01
Drew Romo,22,us US,B,R,6' 1",205,Aug 29 2001,1st,16,14,16,15,0,15,0,0,0,0,0,0,0,0,1,1,0,-0.2,,,romodr01
Aaron Schunk,26,us US,R,R,6' 1",205,Jul 24 1997,1st,39,28,39,33,0,0,0,16,13,4,0,0,0,0,1,3,5,0.2,,,schunaa01
Antonio Senzatela,29,ve VE,R,R,6' 1",236,Jan 21 1995,8,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$12000000,,senzaan01
Chasen Shreve,33,us US,L,L,6' 4",180,Jul 12 1990,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,shrevch01
Jacob Stallings,34,us US,R,R,6' 5",225,Dec 22 1989,9,82,68,82,76,0,76,0,0,0,0,0,0,0,0,2,6,0,1.8,$1500000,,stallja01
Michael Toglia,25,us US,B,L,6' 5",226,Aug 16 1998,3,116,113,116,116,0,0,107,0,0,0,1,0,15,15,0,0,0,2.2,$742000,,toglimi01
Ezequiel Tovar,22,ve VE,R,R,6' 0",162,Aug 1 2001,3,157,156,157,157,0,0,0,0,0,157,0,0,0,0,0,0,0,3.8,$1714286,,tovarez01
Alan Trejo,28,us US,R,R,6' 2",205,May 30 1996,4,28,19,28,24,0,0,0,16,7,2,0,0,0,0,1,3,3,-0.8,$745000,,trejoal01
Victor Vodnik,24,us US,R,R,6' 0",200,Oct 9 1999,2,64,0,1,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0.8,$742000,,vodnivi01
