Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
J.T. Realmuto,33,us US,R,R,6' 1",212,Mar 18 1991,11,99,99,99,99,0,99,0,0,0,0,0,0,0,0,0,0,0,3.0,$23875000,,realmjt01
Johan Rojas,23,do DO,R,R,5' 11",165,Aug 14 2000,2,120,102,120,116,0,0,0,0,0,0,0,116,0,116,1,2,7,0.7,$745000,,rojasjo03
José Ruiz,29,ve VE,R,R,6' 1",245,Oct 21 1994,8,52,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,ruizjo01
Cristopher Sánchez,27,do DO,L,L,6' 1",165,Dec 12 1996,4,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,3.4,$753500,All-Star,sanchcr01
Kyle Schwarber,31,us US,L,R,6' 0",229,Mar 5 1993,10,150,149,150,5,0,0,0,0,0,0,5,0,0,5,144,1,0,3.5,$20000000,,schwaky01
Edmundo Sosa,28,pa PA,R,R,6' 0",210,Mar 6 1996,6,90,68,90,86,0,0,0,20,23,48,0,0,0,0,0,11,1,2.3,$1700000,,sosaed01
Gregory Soto,29,do DO,L,L,6' 1",234,Feb 11 1995,6,43,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$5000000,,sotogr01
Cal Stevenson,27,us US,L,L,5' 9",175,Sep 12 1996,3,18,6,18,16,0,0,0,0,0,0,2,10,4,16,0,7,0,-0.1,,,steveca01
Bryson Stott,26,us US,L,R,6' 3",200,Oct 6 1997,3,148,134,148,144,0,0,0,137,0,14,0,0,0,0,1,13,0,2.5,$768000,,stottbr01
Matt Strahm,32,us US,R,L,6' 2",190,Nov 12 1991,9,66,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,2.5,$7500000,All-Star,strahma01
Garrett Stubbs,31,us US,L,R,5' 10",170,May 26 1993,6,56,47,54,55,4,52,0,0,0,0,0,0,0,0,0,1,1,0.1,$850000,,stubbga01
Ranger Suárez,28,ve VE,L,L,6' 1",217,Aug 26 1995,7,27,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,2.6,$5050000,All-Star,suarera01
Spencer Turnbull,31,us US,R,R,6' 3",210,Sep 18 1992,6,17,7,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,1.2,$2000000,,turnbsp01
Trea Turner,31,us US,R,R,6' 2",185,Jun 30 1993,10,121,121,121,118,0,0,0,0,0,118,0,0,0,0,3,0,0,3.0,$27272727,All-Star,turnetr01
Taijuan Walker,31,us US,B,R,6' 4",235,Aug 13 1992,12,19,15,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,-1.6,$18000000,,walketa01
Zack Wheeler,34,us US,L,R,6' 4",195,May 30 1990,10,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,6.1,$23500000,All-Star,wheelza01
Weston Wilson,29,us US,R,R,6' 1",215,Sep 11 1994,2,41,21,40,35,1,0,3,4,5,0,21,1,4,25,0,14,0,0.7,$740000,,wilsowe01
