Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Yonny Chirinos,30,ve VE,R,R,6' 2",225,Dec 26 1993,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,,chiriyo01
Jazz Chisholm Jr.,26,bs BS,L,R,5' 11",184,Feb 1 1998,5,101,100,101,97,0,0,0,3,0,0,0,95,0,95,4,1,0,1.2,$2625000,,chishja01
Griffin Conine,26,us US,L,R,6' 1",210,Jul 11 1997,1st,30,21,30,25,0,0,0,0,0,0,8,0,17,25,1,7,1,0.7,,,coningr01
Declan Cronin,26,us US,R,R,6' 4",225,Sep 24 1997,2,56,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0.5,$742000,,cronide01
Xzavion Curry,25,us US,R,R,6' 0",195,Jul 27 1998,3,9,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,curryxz01
Brett de Geus,26,us US,R,R,6' 2",190,Nov 4 1997,2,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,,degeubr01
Bryan De La Cruz,27,do DO,R,R,6' 2",175,Dec 16 1996,4,105,104,105,55,0,0,0,0,0,0,50,0,8,55,50,1,0,-0.2,$768000,,delacbr01
José Devers,24,do DO,L,R,6' 0",174,Dec 7 1999,2,3,1,3,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0.1,,,deverjo01
Xavier Edwards,24,us US,B,R,5' 10",175,Aug 9 1999,2,70,68,70,70,0,0,0,1,0,69,0,0,0,0,0,2,0,2.0,$743000,,edwarxa01
Kent Emanuel,32,us US,L,L,6' 4",225,Jun 4 1992,2,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,$740000,,emanuke01
Calvin Faucher,28,us US,R,R,6' 1",190,Sep 22 1995,3,53,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,1.2,$745500,,fauchca01
Nick Fortes,27,us US,R,R,5' 11",198,Nov 11 1996,4,110,99,110,109,0,109,0,0,0,0,0,0,0,0,0,1,0,0.0,$759000,,forteni01
Avisaíl García,33,ve VE,R,R,6' 4",250,Jun 12 1991,13,18,13,18,16,0,0,0,0,0,0,0,0,16,16,0,5,0,-0.2,$12000000,,garciav01
Braxton Garrett,26,us US,R,L,6' 2",202,Aug 5 1997,5,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$764000,,garrebr01
Nick Gordon,28,us US,L,R,6' 0",160,Oct 24 1995,4,95,69,95,82,0,0,0,6,0,0,61,16,1,77,1,19,1,-1.7,$900000,,gordoni01
Tristan Gray,28,us US,L,R,6' 1",215,Mar 22 1996,2,7,1,7,5,0,0,0,0,5,0,0,0,0,0,0,3,1,-0.1,$740000,,graytr01
Vladimir Gutierrez,28,cu CU,R,R,6' 1",205,Sep 18 1995,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,,gutievl01
David Hensley,28,us US,R,R,6' 6",219,Mar 28 1996,3,23,13,23,18,1,0,4,0,1,0,3,0,11,14,2,8,1,-0.4,,,henslda01
Derek Hill,28,us US,R,R,6' 1",206,Dec 30 1995,5,32,26,32,29,0,0,0,0,0,0,14,22,0,29,2,4,2,0.1,,,hillde01
Bryan Hoeing,27,us US,R,R,6' 6",210,Oct 19 1996,3,16,2,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.8,$750500,,hoeinbr01
Austin Kitchen,27,us US,L,L,6' 0",200,Feb 11 1997,1st,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,,,kitchau01
Otto Lopez,25,do DO,R,R,5' 10",185,Oct 1 1998,3,117,106,117,114,0,0,0,103,6,8,2,1,0,2,0,4,3,2.6,$740000,,lopezot01
Jesús Luzardo,26,pe PE,L,L,6' 0",218,Sep 30 1997,6,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.9,$5500000,,luzarje01
Anthony Maldonado,26,us US,R,R,6' 4",220,Feb 6 1998,1st,16,1,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$740000,,maldoan01
Darren McCaughan,28,us US,R,R,6' 1",200,Mar 18 1996,3,10,5,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,mccauda01
John McMillon,26,us US,L,R,6' 3",230,Jan 27 1998,2,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.7,,,mcmiljo01
Max Meyer,25,us US,L,R,6' 0",196,Mar 12 1999,2,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$743000,,meyerma01
Roddery Muñoz,24,do DO,R,R,6' 2",210,Apr 14 2000,1st,18,17,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,$740000,,munozro01
Dane Myers,28,us US,R,R,6' 0",205,Mar 8 1996,2,44,22,44,39,0,0,0,0,0,0,9,12,22,39,1,16,1,0.5,$740000,,myersda01
Andrew Nardi,25,us US,L,L,6' 3",215,Aug 18 1998,3,59,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$754000,,nardian01
Connor Norby,24,us US,R,R,5' 10",180,Jun 8 2000,1st,36,36,36,32,0,0,0,3,30,0,0,0,0,0,4,0,0,0.2,,,norbyco01
Adam Oller,29,us US,R,R,6' 4",225,Oct 17 1994,3,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,,,ollerad01
Cristian Pache,25,do DO,R,R,6' 2",215,Nov 19 1998,5,35,17,35,31,0,0,0,0,0,0,0,31,0,31,1,6,3,-0.4,,,pachecr01
Jhonny Pereda,28,ve VE,R,R,6' 1",202,Apr 18 1996,1st,20,10,20,19,1,18,1,0,0,0,0,0,0,0,0,2,0,0.0,$740000,,peredjh01
Michael Petersen,30,gb GB,R,R,6' 7",195,May 16 1994,1st,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,petermi01
A.J. Puk,29,us US,L,L,6' 7",248,Apr 25 1995,5,32,4,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0.1,$1800000,,pukaj01
Emmanuel Ramirez,29,do DO,R,R,6' 2",190,Jul 15 1994,1st,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,$740000,,ramirem01
Emmanuel Rivera,28,pr PR,R,R,6' 2",225,Jun 29 1996,4,97,60,96,91,4,0,13,0,77,0,0,0,0,0,2,9,3,-0.8,$765200,,riverem01
Trevor Rogers,26,us US,L,L,6' 5",217,Nov 13 1997,5,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1.4,$1530000,,rogertr01
Ali Sánchez,27,ve VE,R,R,6' 1",200,Jan 20 1997,3,31,28,31,30,0,30,0,0,0,0,0,0,0,0,0,1,1,-0.6,,,sanchal04
Jesús Sánchez,26,do DO,L,R,6' 3",222,Oct 7 1997,5,149,122,149,119,0,0,0,0,0,0,11,0,114,119,19,27,0,0.7,$2100000,,sanchje02
Sixto Sánchez,25,do DO,R,R,6' 0",234,Jul 29 1998,2,14,7,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,$742000,,sanchsi01
Javier Sanoja,21,ve VE,R,R,5' 7",150,Sep 3 2002,1st,15,9,15,13,0,0,0,3,0,4,2,5,0,7,1,5,0,0.0,,,sanojja01
Tanner Scott,29,us US,R,L,6' 0",235,Jul 22 1994,8,44,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,3.4,$5700000,All-Star,scottta01
Burch Smith,34,us US,R,R,6' 4",225,Apr 12 1990,6,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0.4,,,smithbu03
George Soriano,25,do DO,R,R,6' 2",210,Mar 24 1999,2,22,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,$746000,,soriage01
Kyle Stowers,26,us US,L,L,6' 2",215,Jan 2 1998,3,50,41,50,47,0,0,0,0,0,0,36,13,7,47,0,7,0,-0.7,,,stoweky01
Jesús Tinoco,29,ve VE,R,R,6' 4",258,Apr 30 1995,5,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1.2,,,tinocje01
Kyle Tyler,27,us US,R,R,6' 0",200,Dec 27 1996,3,8,7,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,,tylerky01
Anthony Veneziano,26,us US,L,L,6' 5",205,Sep 1 1997,2,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,,venezan01
Eli Villalobos,27,us US,R,R,6' 4",195,Jun 26 1997,1st,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,villael02
Forrest Wall,28,us US,L,R,6' 0",195,Nov 20 1995,2,3,1,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0.0,,,wallfo01
Ryan Weathers,24,us US,R,L,6' 1",230,Dec 17 1999,5,16,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,2.2,$752600,,weathry01
