Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Santiago Espinal,29,do DO,R,R,5' 10",185,Nov 13 1994,5,118,99,118,105,0,0,0,33,67,6,6,0,2,8,11,12,0,-0.4,$2725000,,espinsa01
Stuart Fairchild,28,us US,R,R,6' 0",205,Mar 17 1996,4,94,54,94,84,0,0,0,0,0,0,10,59,23,84,8,27,4,1.0,$750000,,faircst01
Buck Farmer,33,us US,L,R,6' 4",243,Feb 20 1991,11,61,1,1,61,61,0,0,0,0,0,0,0,0,0,0,0,0,1.7,$2250000,,farmebu01
Mike Ford,31,us US,L,R,6' 0",225,Jul 4 1992,6,17,15,17,2,0,0,2,0,0,0,0,0,0,0,13,2,0,-0.7,$1300000,,fordmi01
Jake Fraley,29,us US,L,L,6' 0",206,May 25 1995,6,116,98,116,100,0,0,0,0,0,0,5,2,97,100,8,15,1,0.3,$2150000,,fraleja01
Ty France,29,us US,R,R,5' 11",215,Jul 13 1994,6,52,48,52,46,0,0,46,0,0,0,0,0,0,0,6,2,0,-0.4,,,francty01
TJ Friedl,28,us US,L,L,5' 10",180,Aug 14 1995,4,85,81,85,83,0,0,0,0,0,0,0,83,0,83,2,4,0,0.5,$750000,,friedtj01
Ian Gibaut,30,us US,R,R,6' 3",250,Nov 19 1993,6,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$760000,,gibauia01
Hunter Greene,24,us US,R,R,6' 5",242,Aug 6 1999,3,26,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,6.3,$3333334,All-Star,greenhu01
Rece Hinds,23,us US,R,R,6' 4",215,Sep 5 2000,1st,24,10,24,22,0,0,0,0,0,0,2,2,18,22,1,3,3,0.7,,,hindsre01
Jacob Hurtubise,26,us US,L,R,5' 10",180,Dec 11 1997,1st,29,19,29,21,0,0,0,0,0,0,20,0,1,21,5,2,6,-0.1,$740000,,hurtuja01
Jonathan India,27,us US,R,R,6' 0",200,Dec 15 1996,4,151,150,151,133,0,0,0,133,0,0,0,0,0,0,18,1,0,1.7,$3800000,,indiajo01
Levi Jordan,28,us US,R,R,5' 8",170,Sep 24 1995,1st,7,2,7,6,0,0,0,1,0,0,3,0,2,5,0,3,0,-0.2,,,jordale01
Jakob Junis,31,us US,R,R,6' 3",238,Sep 16 1992,8,14,5,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1.2,,,junisja01
Casey Kelly,34,us US,R,R,6' 3",215,Oct 4 1989,5,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,kellyca01
Evan Kravetz,27,us US,L,L,6' 8",240,Dec 19 1996,1st,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,kraveev01
Casey Legumina,27,us US,R,R,6' 2",195,Jun 19 1997,2,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,$740000,,legumca01
Brandon Leibrandt,31,us US,L,L,6' 4",190,Dec 13 1992,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,leibrbr01
Nick Lodolo,26,us US,L,L,6' 6",216,Feb 5 1998,3,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1.2,$760000,,lodolni01
Rhett Lowder,22,us US,R,R,6' 2",200,Mar 8 2002,1st,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1.9,,,lowderh01
Luke Maile,33,us US,R,R,6' 3",225,Feb 6 1991,9,55,45,53,52,3,49,0,0,0,0,0,0,0,0,1,3,0,-0.5,$3000000,,mailelu01
Noelvi Marte,22,do DO,R,R,6' 0",216,Oct 16 2001,2,66,62,66,55,0,0,0,1,55,0,0,0,0,0,10,2,1,-1.8,$740000,,marteno01
Nick Martinez,33,us US,L,R,6' 1",200,Aug 5 1990,7,42,16,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,4.0,$14000000,,martini01
Nick Martini,34,us US,L,L,5' 11",205,Jun 27 1990,5,52,43,52,16,0,0,0,0,0,0,8,0,10,16,31,6,0,-0.4,$750000,,martini02
Sam Moll,32,us US,L,L,5' 9",190,Jan 3 1992,5,48,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0.8,$760000,,mollsa01
Frankie Montas,31,do DO,R,R,6' 2",255,Mar 21 1993,9,19,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0.6,$14000000,,montafr02
Emilio Pagán,33,us US,L,R,6' 2",208,May 7 1991,8,38,1,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0.4,$8000000,,paganem01
Lyon Richardson,24,us US,B,R,6' 2",207,Jan 18 2000,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$740000,,richaly01
Edwin Ríos,30,pr PR,L,R,6' 3",220,Apr 21 1994,6,5,2,5,3,0,0,3,0,0,0,0,0,0,0,0,3,0,-0.1,,,riosed01
Amed Rosario,28,do DO,R,R,6' 2",190,Nov 20 1995,8,22,15,22,8,0,0,0,4,0,0,0,0,6,6,11,5,0,-0.6,,,rosaram01
Tony Santillan,27,us US,R,R,6' 3",285,Apr 15 1997,4,29,1,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0.7,,,santito01
Lucas Sims,30,us US,R,R,6' 2",213,May 10 1994,8,43,0,1,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0.8,$2850000,,simslu01
Austin Slater,31,us US,R,R,6' 1",204,Dec 13 1992,8,8,6,8,7,0,0,0,0,0,0,2,4,1,7,1,1,1,-0.4,,,slateau01
Dominic Smith,29,us US,L,L,6' 0",224,Jun 15 1995,8,9,8,9,5,0,0,5,0,0,0,0,0,0,0,4,1,0,-0.1,,,smithdo02
Livan Soto,24,ve VE,L,R,5' 10",160,Jun 22 2000,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,$740000,,sotoli01
Carson Spiers,26,us US,R,R,6' 3",205,Nov 11 1997,2,22,10,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$740000,,spierca01
Spencer Steer,26,us US,R,R,5' 11",185,Dec 7 1997,3,158,156,158,151,0,0,63,7,0,1,102,0,3,102,6,2,0,1.5,$750000,,steersp01
Tyler Stephenson,27,us US,R,R,6' 4",225,Aug 16 1996,5,138,121,138,127,0,127,0,0,0,0,0,0,0,0,10,14,0,2.4,$2525000,,stephty01
Brent Suter,34,us US,L,L,6' 4",213,Aug 29 1989,9,47,3,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,1.4,$2500000,,suterbr01
Bubba Thompson,26,us US,R,R,6' 2",197,Jun 9 1998,3,17,5,17,11,0,0,0,0,0,0,0,11,0,11,2,0,9,-0.3,,,thompbu01
Joey Wiemer,25,us US,R,R,6' 4",226,Feb 11 1999,2,2,0,2,2,0,0,0,0,0,0,1,1,1,2,0,0,0,0.0,,,wiemejo01
Brandon Williamson,26,us US,R,L,6' 6",210,Apr 2 1998,2,4,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$742500,,willibr02
Justin Wilson,36,us US,L,L,6' 2",205,Aug 18 1987,12,60,0,1,60,60,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,$1500000,,wilsoju10
Austin Wynns,33,us US,R,R,6' 0",190,Dec 10 1990,6,7,6,7,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0.4,,,wynnsau01
Eric Yang,26,us US,R,R,5' 11",185,Mar 26 1998,1st,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,yanger01
Alex Young,30,us US,L,L,6' 3",220,Sep 9 1993,6,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,$1160000,,youngal01
Yosver Zulueta,26,cu CU,R,R,6' 1",190,Jan 23 1998,1st,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,zulueyo01
