Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Quinn Priester,23,us US,R,R,6' 3",210,Sep 16 2000,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,,priesqu01
Ceddanne Rafaela,23,cw CW,R,R,5' 9",165,Sep 18 2000,2,152,147,152,151,0,0,0,10,4,82,0,87,1,87,0,2,0,2.8,$1250000,,rafaece01
Yohan Ramírez,29,do DO,R,R,6' 4",212,May 6 1995,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,ramiryo01
Rob Refsnyder,33,kr KR,R,R,6' 0",215,Mar 26 1991,9,93,61,93,76,0,0,0,0,0,0,46,0,37,76,13,28,1,0.8,$1850000,,refsnro01
Pablo Reyes,30,do DO,R,R,5' 8",175,Sep 5 1993,6,21,14,21,21,1,0,2,9,11,2,0,0,0,0,0,2,0,-0.6,,,reyespa01
Joely Rodríguez,32,do DO,L,L,6' 1",223,Nov 14 1991,7,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,$2000000,,rodrijo06
Zack Short,29,us US,R,R,5' 10",180,May 29 1995,4,2,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.2,,,shortza01
Chase Shugart,27,us US,L,R,5' 10",200,Oct 24 1996,1st,6,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,shugach01
Lucas Sims,30,us US,R,R,6' 2",213,May 10 1994,8,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,,simslu01
Justin Slaten,26,us US,R,R,6' 4",222,Sep 15 1997,1st,44,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0.9,$740000,,slateju01
Dominic Smith,29,us US,L,L,6' 0",224,Jun 15 1995,8,84,70,84,77,3,0,77,0,0,0,0,0,0,0,4,14,0,0.1,$1430108,,smithdo02
Nick Sogard,26,us US,B,R,6' 0",189,Sep 9 1997,1st,31,23,31,31,0,0,1,18,7,9,0,0,0,0,0,1,1,0.3,,,sogarni01
Trevor Story,31,us US,R,R,6' 2",209,Nov 15 1992,9,26,26,26,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0.7,$22500000,,storytr01
Naoyuki Uwasawa,30,jp JP,R,R,6' 1",194,Feb 6 1994,1st,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,$740000,,uwasana01
Enmanuel Valdez,25,do DO,L,R,5' 8",191,Dec 28 1998,2,76,58,76,68,0,0,0,65,3,0,1,0,0,1,4,12,1,-0.6,$743500,,valdeen01
Greg Weissert,29,us US,R,R,6' 2",235,Feb 4 1995,3,62,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0.6,$743500,,weissgr01
Jamie Westbrook,29,us US,R,R,5' 7",193,Jun 18 1995,1st,21,13,21,20,0,0,0,19,1,0,0,0,1,1,1,8,0,-0.1,$740000,,westbja02
Garrett Whitlock,28,us US,R,R,6' 5",222,Jun 11 1996,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.9,$3500000,,whitlga01
Josh Winckowski,26,us US,R,R,6' 4",215,Jun 28 1998,3,40,6,1,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0.4,$760000,,winckjo01
Trey Wingenter,30,us US,R,R,6' 7",237,Apr 15 1994,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,,,wingetr01
Connor Wong,28,us US,R,R,6' 1",190,May 19 1996,4,126,113,126,116,0,106,14,6,0,0,1,0,0,1,10,8,2,1.6,$760000,,wongco01
Masataka Yoshida,30,jp JP,L,R,5' 8",192,Jul 15 1993,2,108,98,108,1,0,0,0,0,0,0,1,0,0,1,101,10,0,1.4,$18600000,,yoshima02
