Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Ben Lively,32,us US,R,R,6' 4",235,Mar 5 1992,5,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,1.5,$750000,,livelbe01
Kyle Manzardo,23,us US,L,R,5' 11",205,Jul 18 2000,1st,53,38,53,6,0,0,6,0,0,0,0,0,0,0,41,14,0,0.0,$740000,,manzaky01
Angel Martínez,22,do DO,B,R,5' 11",200,Jan 27 2002,1st,43,39,43,39,0,0,0,1,3,0,14,21,8,35,3,3,1,0.1,,,martian02
Darren McCaughan,28,us US,R,R,6' 1",200,Mar 18 1996,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,$740000,,mccauda01
Triston McKenzie,26,us US,R,R,6' 5",165,Aug 2 1997,5,16,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,$1600000,,mckentr01
Eli Morgan,28,us US,R,R,5' 10",190,May 13 1996,4,32,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,1.1,$751200,,morgael01
Bo Naylor,24,ca CA,L,R,6' 0",205,Feb 21 2000,3,123,105,123,115,0,115,0,0,0,0,0,0,0,0,4,12,0,0.7,$742100,,naylobo01
Josh Naylor,27,ca CA,L,L,5' 11",250,Jun 22 1997,6,152,151,152,137,0,0,137,0,0,0,0,0,0,0,14,1,0,1.5,$6500000,All-Star,naylojo01
Jhonkensy Noel,22,do DO,R,R,6' 3",250,Jul 15 2001,1st,67,48,67,60,0,0,9,0,0,0,1,0,54,55,2,14,1,1.0,,,noeljh01
Wes Parsons,31,us US,R,R,6' 5",206,Sep 6 1992,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$749600,,parsowe01
José Ramírez,31,do DO,B,R,5' 9",190,Sep 17 1992,12,158,158,158,126,0,0,0,0,126,0,0,0,0,0,32,0,0,6.8,$17000000,All-Star,ramirjo01
Brayan Rocchio,23,ve VE,B,R,5' 10",170,Jan 13 2001,2,143,121,143,142,0,0,0,0,0,142,0,0,0,0,0,3,1,1.9,$740200,,rocchbr01
Johnathan Rodríguez,24,pr PR,R,R,6' 2",224,Nov 4 1999,1st,13,10,13,11,0,0,0,0,0,0,1,0,10,11,1,2,0,-0.4,$740000,,rodrijo10
Erik Sabrowski,26,ca CA,R,L,6' 4",230,Oct 31 1997,1st,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.6,,,sabroer01
Nick Sandlin,27,us US,R,R,5' 11",175,Jan 10 1997,4,68,1,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$1075000,,sandlni01
Daniel Schneemann,27,us US,L,R,6' 0",185,Jan 23 1997,1st,73,61,73,70,0,0,0,6,17,32,6,16,14,33,3,11,1,0.7,$740000,,schneda04
Cade Smith,25,ca CA,R,R,6' 5",230,May 9 1999,1st,74,0,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,2.4,$740000,,smithca06
Myles Straw,29,us US,R,R,5' 8",178,Oct 17 1994,7,7,1,7,5,0,0,0,0,0,0,0,5,0,5,2,1,3,-0.1,$4900000,,strawmy01
Peter Strzelecki,29,us US,R,R,6' 2",216,Oct 24 1994,3,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$740000,,strzepe01
José Tena,23,do DO,L,R,5' 11",195,Mar 20 2001,2,3,1,3,2,0,0,0,0,2,0,0,0,0,0,1,1,0,-0.1,$740000,,tenajo01
Lane Thomas,28,us US,R,R,6' 0",195,Aug 23 1995,6,53,43,53,51,0,0,0,0,0,0,0,43,18,51,1,7,2,-0.2,,,thomala02
Andrew Walters,23,us US,R,R,6' 4",222,Dec 8 2000,1st,9,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,,waltean01
Gavin Williams,24,us US,L,R,6' 6",250,Jul 26 1999,2,16,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$742100,,williga01
