Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Drew Millas,26,us US,B,R,6' 0",204,Jan 15 1998,2,20,17,20,18,0,18,0,0,0,0,0,0,0,0,1,0,3,0.4,$740000,,milladr01
Nasim Nuñez,23,us US,B,R,5' 9",165,Aug 18 2000,1st,51,21,51,35,0,0,0,2,0,33,0,0,0,0,2,4,16,0.7,$740000,,nunezna01
Mitchell Parker,24,us US,L,L,6' 4",239,Sep 27 1999,1st,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0.6,$740000,,parkemi01
Tanner Rainey,31,us US,R,R,6' 2",247,Dec 25 1992,7,50,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0.1,$1500000,,raineta01
Harold Ramírez,29,co CO,R,R,5' 11",232,Sep 6 1994,6,25,18,25,0,0,0,0,0,0,0,0,0,0,0,25,7,0,-0.2,,,ramirha02
Orlando Ribalta,26,cu CU,R,R,6' 7",245,Mar 5 1998,1st,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,,ribalor01
Víctor Robles,27,do DO,R,R,6' 0",193,May 19 1997,8,14,10,14,14,0,0,0,0,0,0,0,7,7,14,0,1,2,0.1,$2650000,,roblevi01
Eddie Rosario,32,pr PR,L,R,6' 1",180,Sep 28 1991,10,67,58,67,51,0,0,0,0,0,0,24,12,25,51,15,5,0,-1.2,$2000000,,rosared01
Keibert Ruiz,25,ve VE,B,R,6' 0",238,Jul 20 1998,5,127,118,127,116,0,116,0,0,0,0,0,0,0,0,10,8,0,0.6,$6375000,,ruizke01
Jackson Rutledge,25,us US,R,R,6' 8",241,Apr 1 1999,2,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$740000,,rutleja01
Eduardo Salazar,26,ve VE,R,R,6' 2",177,May 5 1998,2,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,salazed01
Nick Senzel,29,us US,R,R,6' 1",217,Jun 29 1995,6,64,61,64,47,0,0,0,0,47,0,0,0,0,0,16,2,0,-0.7,$2000000,,senzeni01
José Tena,23,do DO,L,R,5' 11",195,Mar 20 2001,2,41,41,41,41,0,0,0,8,35,0,0,0,0,0,0,0,0,0.3,,,tenajo01
Lane Thomas,28,us US,R,R,6' 0",195,Aug 23 1995,6,77,77,77,76,0,0,0,0,0,0,0,3,74,76,1,0,0,0.5,$2200000,,thomala02
Ildemaro Vargas,32,ve VE,B,R,6' 0",202,Jul 16 1991,8,97,71,95,92,2,0,2,32,47,7,15,0,0,15,1,11,2,-0.5,$1100000,,vargail01
Jordan Weems,31,us US,L,R,6' 4",211,Nov 7 1992,5,41,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,$773500,,weemsjo01
Trevor Williams,32,us US,R,R,6' 3",231,Apr 25 1992,9,13,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,2.6,$7000000,,willitr01
Amos Willingham,25,us US,R,R,6' 4",223,Aug 21 1998,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$740000,,william01
Jesse Winker,30,us US,L,L,6' 2",206,Aug 17 1993,8,101,91,101,65,0,0,0,0,0,0,65,0,3,65,34,9,0,1.9,$2000000,,winkeje01
James Wood,21,us US,L,R,6' 7",234,Sep 17 2002,1st,79,79,79,79,0,0,0,0,0,0,79,0,0,79,0,0,0,1.1,,,woodja03
Juan Yepez,26,ve VE,R,R,6' 0",235,Feb 19 1998,3,62,59,62,47,0,0,47,0,0,0,0,0,0,0,15,3,0,0.6,,,yepezju01
Jacob Young,24,us US,R,R,5' 11",192,Jul 27 1999,2,150,142,150,149,0,0,0,0,0,0,0,149,0,149,1,2,3,2.8,$740000,,youngja03
