Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Reid Detmers,24,us US,L,L,"6' 2""",210,Jul 8 1999,4,17,17,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,"$770,000",,detmere01
Brandon Drury,31,us US,R,R,"6' 2""",230,Aug 21 1992,10,97,88,97,80,0,0,14,56,16,0,0,0,0,0,16,5,0,-2,"$8,500,000",,drurybr01
Carlos Estévez,31,do DO,R,R,"6' 6""",277,Dec 28 1992,8,34,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,1.6,"$6,750,000",,estevca01
Carson Fulmer,30,us US,R,R,"6' 0""",210,Dec 13 1993,8,37,8,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0.8,,,fulmeca01
Luis García,37,do DO,R,R,"6' 2""",240,Jan 30 1987,12,45,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$4,250,000",,garcilu03
Amir Garrett,32,us US,R,L,"6' 5""",239,May 3 1992,8,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,garream01
Niko Goodrum,32,us US,B,R,"6' 2""",220,Feb 28 1992,7,4,4,4,4,0,0,1,0,3,0,0,0,0,0,0,0,0,-0.5,,,goodrni01
Luis Guillorme,29,ve VE,L,R,"5' 10""",190,Sep 27 1994,7,51,29,50,50,2,0,0,32,14,4,0,0,0,0,1,5,0,0.2,,,guilllu01
Aaron Hicks,34,us US,B,R,"6' 1""",205,Oct 2 1989,12,18,14,18,14,1,0,0,0,0,0,2,2,9,13,5,3,0,-0.7,,,hicksaa01
Keston Hiura,27,us US,R,R,"5' 11""",208,Aug 2 1996,5,10,7,10,5,0,0,0,5,0,0,0,0,0,0,3,2,1,-0.6,,,hiurake01
Ben Joyce,23,us US,R,R,"6' 5""",225,Sep 17 2000,2,31,1,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,1.7,"$740,000",,joycebe01
Niko Kavadas,25,us US,L,R,"6' 1""",235,Oct 27 1998,1st,30,28,30,5,0,0,5,0,0,0,0,0,0,0,23,2,0,-0.2,,,kavadni01
Jack Kochanowicz,23,us US,L,R,"6' 7""",228,Dec 22 2000,1st,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0.7,,,kochaja01
Zac Kristofak,26,us US,R,R,"5' 9""",189,Dec 8 1997,1st,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,kristza01
Charles Leblanc,28,ca CA,R,R,"6' 3""",195,Jun 3 1996,2,11,7,11,10,0,0,2,4,5,0,0,0,0,0,1,0,0,0.1,,,leblach01
Jack López,31,pr PR,R,R,"5' 9""",160,Dec 16 1992,2,27,18,27,27,0,0,0,21,0,7,0,0,1,1,0,4,0,0,,,lopezja03
José Marte,28,do DO,R,R,"6' 3""",180,Jun 14 1996,4,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"$740,000",,martejo01
Victor Mederos,23,cu CU,R,R,"6' 2""",227,Jun 8 2001,2,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$740,000",,medervi01
Ryan Miller,28,us US,R,R,"6' 0""",180,Mar 28 1996,1st,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,millery01
Mickey Moniak,26,us US,L,R,"6' 2""",195,May 13 1998,5,124,109,124,117,0,0,0,0,0,0,1,101,16,117,4,8,3,-0.1,"$770,000",,moniami01
Matt Moore,35,us US,L,L,"6' 3""",210,Jun 18 1989,13,51,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,"$9,000,000",,moorema02
Zach Neto,23,us US,R,R,"6' 0""",185,Jan 31 2001,2,155,152,155,155,0,0,0,0,0,155,0,0,0,0,0,1,1,5.1,"$750,000",,netoza01
Logan O'Hoppe,24,us US,R,R,"6' 2""",185,Feb 9 2000,3,136,127,136,127,0,127,0,0,0,0,0,0,0,0,8,9,0,2.7,"$760,000",,ohopplo01
Kyren Paris,22,us US,R,R,"6' 0""",180,Nov 11 2001,2,21,17,21,18,0,0,0,17,0,2,0,0,0,0,1,3,1,-0.3,"$740,000",,parisky01
Kevin Pillar,35,us US,R,R,"6' 0""",210,Jan 4 1989,12,83,61,83,72,0,0,0,0,0,0,19,46,12,72,9,17,3,0.3,,,pillake01
Zach Plesac,29,us US,R,R,"6' 3""",220,Jan 21 1995,6,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$1,000,000",,plesaza01
José Quijada,28,ve VE,L,L,"5' 11""",215,Nov 9 1995,6,22,0,1,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$840,000",,quijajo01
Anthony Rendon,34,us US,R,R,"6' 1""",200,Jun 6 1990,12,57,56,57,51,0,0,0,0,51,0,0,0,0,0,6,0,0,0.6,"$38,571,428",,rendoan01
Luis Rengifo,27,ve VE,B,R,"5' 10""",195,Feb 26 1997,6,78,72,78,75,0,0,0,31,48,2,0,0,1,1,1,4,1,1.9,"$4,400,000",,rengilu01
Kenny Rosenberg,28,us US,L,L,"6' 1""",195,Jul 9 1995,3,7,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$740,000",,rosenke01
Patrick Sandoval,27,us US,L,L,"6' 3""",190,Oct 18 1996,6,16,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,"$5,025,000",,sandopa02
Miguel Sanó,31,do DO,R,R,"6' 4""",272,May 11 1993,9,28,24,28,19,1,0,5,0,14,0,0,0,0,0,9,2,0,-0.1,"$875,000",,sanomi01
Nolan Schanuel,22,us US,L,R,"6' 4""",220,Feb 14 2002,2,147,139,147,145,0,0,145,0,0,0,0,0,0,0,1,5,0,1.3,"$750,000",,schanno01
Chase Silseth,24,us US,R,R,"6' 0""",217,May 18 2000,3,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,"$750,000",,silsech01
José Soriano,25,do DO,R,R,"6' 3""",220,Oct 20 1998,2,22,20,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,2.1,"$760,000",,soriajo02
Michael Stefanic,28,us US,R,R,"5' 9""",180,Feb 24 1996,3,40,32,40,36,1,0,0,35,1,0,0,0,0,0,2,3,1,-0.2,"$750,000",,stefami01
Hunter Strickland,35,us US,R,R,"6' 3""",225,Sep 24 1988,10,72,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,1,,,strichu01
José Suarez,26,ve VE,L,L,"5' 10""",225,Jan 3 1998,6,22,3,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,"$925,000",,suarejo01
Bryce Teodosio,25,us US,R,L,"6' 3""",220,Jun 18 1999,1st,5,4,5,4,0,0,0,0,0,0,0,4,0,4,1,0,1,-0.2,,,teodobr01
Matt Thaiss,29,us US,L,R,"6' 0""",215,May 6 1995,6,57,47,57,46,0,46,0,0,0,0,0,0,0,0,6,5,0,0.6,"$770,000",,thaisma01
Mike Trout,32,us US,R,R,"6' 2""",235,Aug 7 1991,14,29,29,29,24,0,0,0,0,0,0,0,24,0,24,5,0,0,1.1,"$37,116,667",,troutmi01
Cole Tucker,27,us US,B,R,"6' 3""",200,Jul 3 1996,6,25,15,24,16,1,0,0,0,9,0,8,0,0,8,9,3,5,-0.5,,,tuckeco01
Eric Wagaman,26,us US,R,R,"6' 4""",210,Aug 14 1997,1st,18,17,18,18,0,0,0,0,17,0,1,0,0,1,0,1,0,0.4,,,wagamer01
Andrew Wantz,28,us US,R,R,"6' 4""",235,Oct 13 1995,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"$740,000",,wantzan01
Taylor Ward,30,us US,R,R,"6' 1""",200,Dec 14 1993,7,156,156,156,141,0,0,0,0,0,0,141,0,0,141,15,0,0,2.3,"$4,800,000",,wardta01
Ryan Zeferjahn,26,us US,R,R,"6' 5""",209,Feb 28 1998,1st,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,zeferry01
Guillo Zuñiga,25,co CO,R,R,"6' 5""",230,Oct 10 1998,2,15,0,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$750,000",,zuniggu01
