Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Ezequiel Duran,25,do DO,R,R,"5' 11""",185,May 22 1999,3,92,75,92,75,0,0,12,5,28,9,19,1,4,23,12,7,5,0,"$754,500",,duranez01
Nathan Eovaldi,34,us US,R,R,"6' 2""",217,Feb 13 1990,13,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,2.3,"$16,000,000",,eovalna01
Sandro Fabian,26,do DO,R,R,"5' 11""",180,Mar 6 1998,1st,3,2,3,3,0,0,0,0,0,0,2,0,1,3,0,0,0,-0.1,,,fabiasa01
Matt Festa,31,us US,R,R,"6' 1""",195,Mar 11 1993,5,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,,,festama01
Justin Foscue,25,us US,R,R,"5' 11""",205,Mar 2 1999,1st,15,12,15,3,0,0,1,2,0,0,0,0,0,0,11,2,0,-0.7,"$740,000",,foscuju01
Gerson Garabito,28,do DO,R,R,"6' 0""",160,Aug 19 1995,1st,18,2,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$740,000",,garabge01
Adolis García,31,cu CU,R,R,"6' 1""",205,Mar 2 1993,6,154,153,154,131,0,0,0,0,0,0,0,0,131,131,23,1,0,0.3,"$4,750,000",,garciad02
Jon Gray,32,us US,R,R,"6' 4""",225,Nov 5 1991,10,24,20,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"$13,000,000",,grayjo02
Robbie Grossman,34,us US,B,L,"6' 0""",209,Sep 16 1989,12,46,27,46,17,0,0,0,0,0,0,13,0,4,17,26,18,0,0.2,,,grossro01
Dustin Harris,24,us US,L,R,"6' 2""",185,Jul 8 1999,1st,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.2,,,harridu01
Andrew Heaney,33,us US,L,L,"6' 2""",200,Jun 5 1991,11,32,31,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0.8,"$13,000,000",,heanean01
Jonah Heim,29,us US,B,R,"6' 4""",220,Jun 27 1995,5,131,121,131,119,0,119,0,0,0,0,0,0,0,0,13,10,0,1.1,"$3,050,000",,heimjo01
Jonathan Hernández,27,us US,R,R,"6' 3""",190,Jul 6 1996,5,26,0,1,26,26,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$1,245,000",,hernajo02
Derek Hill,28,us US,R,R,"6' 1""",206,Dec 30 1995,5,16,10,16,13,0,0,0,0,0,0,2,4,7,13,2,5,0,0,,,hillde01
Sam Huff,26,us US,R,R,"6' 4""",240,Jan 14 1998,4,3,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,"$740,000",,huffsa01
Travis Jankowski,33,us US,L,R,"6' 2""",190,Jun 15 1991,10,104,49,104,69,0,0,0,0,0,0,26,15,31,69,26,19,8,0.3,"$1,700,000",,jankotr01
Josh Jung,26,us US,R,R,"6' 2""",214,Feb 12 1998,3,46,46,46,40,0,0,0,0,40,0,0,0,0,0,6,0,0,0.6,"$756,000",,jungjo01
Carson Kelly,29,us US,R,R,"6' 2""",212,Jul 14 1994,9,31,29,31,24,0,24,0,0,0,0,0,0,0,0,7,1,0,-0.2,,,kellyca02
Andrew Knizner,29,us US,R,R,"6' 0""",225,Feb 3 1995,6,37,29,35,36,2,34,0,0,0,0,0,0,0,0,1,0,0,-0.8,"$1,825,000",,kniznan01
Wyatt Langford,22,us US,R,R,"6' 0""",225,Nov 15 2001,1st,134,134,134,109,0,0,0,0,0,0,105,15,0,109,25,0,0,3.9,"$740,000",,langfwy01
Jacob Latz,28,us US,R,L,"6' 2""",185,Apr 8 1996,3,46,0,1,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$741,000",,latzja01
José Leclerc,30,do DO,R,R,"6' 0""",195,Dec 19 1993,8,64,0,1,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,"$6,250,000",,leclejo01
Jack Leiter,24,us US,R,R,"6' 1""",205,Apr 21 2000,1st,9,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-1.6,"$740,000",,leiteja01
Michael Lorenzen,32,us US,R,R,"6' 3""",217,Jan 4 1992,10,19,18,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,1.5,"$4,500,000",,lorenmi01
Nathaniel Lowe,28,us US,L,R,"6' 4""",220,Jul 7 1995,6,140,136,140,138,0,0,138,0,0,0,0,0,0,0,2,3,0,2.7,"$7,500,000",,lowena01
Tyler Mahle,29,us US,R,R,"6' 3""",210,Sep 29 1994,8,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"$5,500,000",,mahlety01
Jonathan Ornelas,24,us US,R,R,"6' 0""",196,May 26 2000,2,18,11,18,18,0,0,0,4,7,6,0,1,0,1,0,2,0,0,"$740,000",,orneljo01
Walter Pennington,26,us US,L,L,"6' 2""",205,Apr 14 1998,1st,15,1,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,,penniwa01
Austin Pruitt,34,us US,R,R,"5' 10""",185,Aug 31 1989,7,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,,pruitau01
Daniel Robert,29,us US,L,R,"6' 4""",210,Aug 30 1994,1st,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,roberda11
David Robertson,39,us US,R,R,"5' 11""",195,Apr 9 1985,16,68,0,2,68,68,0,0,0,0,0,0,0,0,0,0,0,0,1.7,"$10,000,000",,roberda08
Kumar Rocker,24,us US,R,R,"6' 5""",245,Nov 22 1999,1st,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,rockeku01
Yerry Rodríguez,26,do DO,R,R,"6' 2""",198,Oct 15 1997,3,12,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,"$743,000",,rodriye01
Josh Sborz,30,us US,R,R,"6' 3""",215,Dec 17 1993,6,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,"$1,025,000",,sborzjo01
Max Scherzer,39,us US,R,R,"6' 3""",208,Jul 27 1984,17,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"$43,333,334",,scherma01
Corey Seager,30,us US,L,R,"6' 4""",215,Apr 27 1994,10,123,122,123,113,0,0,0,0,0,113,0,0,0,0,10,1,0,5,"$35,000,000",All-Star,seageco01
Marcus Semien,33,us US,R,R,"6' 0""",195,Sep 17 1990,12,159,159,159,159,0,0,0,159,0,0,0,0,0,0,0,0,0,4.1,"$26,000,000",All-Star,semiema01
Josh Smith,26,us US,L,R,"5' 10""",172,Aug 7 1997,3,149,135,149,132,0,0,0,1,83,49,4,0,1,5,13,12,0,3.2,"$749,500",,smithjo11
Leody Taveras,25,do DO,B,R,"6' 2""",195,Sep 8 1998,5,151,138,151,148,0,0,0,0,0,0,0,148,0,148,2,6,2,0.5,"$2,550,000",,taverle01
Jesús Tinoco,29,ve VE,R,R,"6' 4""",258,Apr 30 1995,5,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,"$740,000",,tinocje01
José Ureña,32,do DO,R,R,"6' 2""",208,Sep 12 1991,10,33,9,2,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0.6,"$1,750,000",,urenajo01
Jared Walsh,30,us US,L,L,"6' 0""",210,Jul 30 1993,6,17,14,17,16,0,0,16,0,0,0,0,0,0,0,0,2,0,-0.2,"$1,250,000",,walshja01
Davis Wendzel,27,us US,R,R,"5' 11""",206,May 23 1997,1st,27,13,27,21,0,0,1,2,18,0,0,0,0,0,3,2,3,-0.1,"$740,000",,wendzda01
Owen White,24,us US,R,R,"6' 3""",199,Aug 9 1999,2,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$740,000",,whiteow01
Cole Winn,24,us US,R,R,"6' 2""",190,Nov 25 1999,1st,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,"$740,000",,winnco01
Kirby Yates,37,us US,L,R,"5' 10""",205,Mar 25 1987,10,61,0,3,61,61,0,0,0,0,0,0,0,0,0,0,0,0,3.3,"$4,500,000",All-Star,yateski01
