Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Parker Meadows,24,us US,L,R,6' 5",205,Nov 2 1999,2,82,75,82,82,0,0,0,0,0,0,0,82,0,82,0,0,4,2.2,$746900,,meadopa01
Shelby Miller,33,us US,R,R,6' 3",225,Oct 10 1990,12,51,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0.0,$3000000,,millesh01
Casey Mize,27,us US,R,R,6' 3",212,May 1 1997,4,22,20,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0.1,$830000,,mizeca01
Keider Montero,23,ve VE,R,R,6' 1",145,Jul 6 2000,1st,19,16,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0.1,$740000,,monteke01
Reese Olson,24,us US,R,R,6' 1",160,Jul 31 1999,2,22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,1.2,$752300,,olsonre01
Wenceel Pérez,24,do DO,B,R,5' 10",203,Oct 30 1999,1st,112,95,112,105,0,0,0,0,0,0,4,29,83,105,4,14,2,0.7,$740000,,perezwe01
Jake Rogers,29,us US,R,R,6' 1",201,Apr 18 1995,4,102,91,102,92,0,92,0,0,0,0,0,0,0,0,7,7,0,1.0,$1700000,,rogerja03
Bryan Sammons,29,us US,L,L,6' 4",235,Apr 27 1995,1st,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,sammobr01
Tarik Skubal,27,us US,R,L,6' 3",240,Nov 20 1996,5,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,6.3,$2650000,All-Star,skubata01
Trey Sweeney,24,us US,L,R,6' 3",212,Apr 24 2000,1st,36,33,36,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0.7,,,sweentr01
Spencer Torkelson,24,us US,R,R,6' 0",220,Aug 26 1999,3,92,92,92,90,0,0,90,0,0,0,0,0,0,0,2,0,0,0.3,$765700,,torkesp01
Gio Urshela,32,co CO,R,R,6' 0",215,Oct 11 1991,9,92,81,92,90,0,0,18,0,74,0,0,0,0,0,1,6,0,-0.3,$1500000,,urshegi01
Ricky Vanasco,25,us US,R,R,6' 3",180,Oct 13 1998,1st,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,vanasri01
Will Vest,29,us US,R,R,6' 0",180,Jun 6 1995,4,69,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,1.5,$760700,,vestwi01
Matt Vierling,27,us US,R,R,6' 3",205,Sep 16 1996,4,144,125,144,138,0,0,1,0,51,0,13,57,36,98,6,17,1,3.0,$766000,,vierlma01
Ryan Vilade,25,us US,R,R,6' 2",226,Feb 18 1999,2,17,12,17,16,0,0,1,0,0,0,10,3,7,16,0,3,0,-0.7,$740000,,viladry01
Joey Wentz,26,us US,L,L,6' 5",220,Oct 6 1997,3,38,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,$746700,,wentzjo01
