Name,Age,Birth,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,Name-additional
Brent Headrick,26,us US,L,L,6' 6",235,Dec 17 1997,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,$740000,,headrbr01
Michael Helman,28,us US,R,R,6' 0",195,May 23 1996,1st,9,1,9,8,0,0,0,0,1,0,2,4,1,7,0,1,3,0.1,,,helmami01
Ronny Henriquez,24,do DO,R,R,5' 10",155,Jun 20 2000,2,16,1,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.3,$740000,,henriro01
Cole Irvin,30,us US,L,L,6' 4",225,Jan 31 1994,6,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,,,irvinco01
Jay Jackson,36,us US,R,R,6' 1",195,Oct 27 1987,6,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,$1300000,,jacksja01
Griffin Jax,29,us US,R,R,6' 2",195,Nov 22 1994,4,72,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,2.8,$761750,,jaxgr01
Ryan Jeffers,27,us US,R,R,6' 4",235,Jun 3 1997,5,122,106,122,86,0,86,0,0,0,0,0,0,0,0,34,13,0,2.1,$2425000,,jeffery01
Edouard Julien,25,ca CA,L,R,6' 0",195,Apr 30 1999,2,94,73,94,90,0,0,1,90,0,0,0,0,0,0,3,14,1,-0.2,$746750,,julieed01
DaShawn Keirsey,27,us US,L,L,6' 1",195,May 13 1997,1st,6,4,6,6,0,0,0,0,0,0,1,5,0,6,0,0,0,0.0,,,keirsda01
Max Kepler,31,de DE,L,L,6' 4",225,Feb 10 1993,10,105,89,105,103,0,0,0,0,0,0,0,0,103,103,1,13,0,1.0,$10000000,,keplema01
Alex Kirilloff,26,us US,L,L,6' 2",195,Nov 9 1997,5,57,47,57,41,0,0,12,0,0,0,23,0,8,30,14,9,0,-0.6,$1350000,,kirilal01
Trevor Larnach,27,us US,L,R,6' 4",223,Feb 26 1997,4,112,101,112,57,0,0,0,0,0,0,52,0,10,57,52,10,0,1.3,$740000,,larnatr01
Brooks Lee,23,us US,B,R,6' 1",205,Feb 14 2001,1st,50,42,50,47,0,0,0,11,13,27,0,0,0,0,2,7,0,-0.2,,,leebr02
Royce Lewis,25,us US,R,R,6' 2",200,Jun 5 1999,3,82,76,82,52,0,0,0,2,51,0,0,0,0,0,28,6,0,0.7,$745700,,lewisro02
Pablo López,28,ve VE,L,R,6' 4",225,Mar 7 1996,7,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,2.5,$8250000,,lopezpa01
Manuel Margot,29,do DO,R,R,5' 11",180,Sep 28 1994,9,129,70,129,113,0,0,0,0,0,0,65,21,44,113,8,35,8,-0.9,,,margoma01
Austin Martin,25,us US,R,R,5' 11",185,Mar 23 1999,1st,93,68,93,82,0,0,0,14,0,0,40,40,0,74,7,6,14,-1.0,$740000,,martiau01
Zebby Matthews,24,us US,R,R,6' 5",225,May 22 2000,1st,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,,,matthze01
José Miranda,26,pr PR,R,R,6' 2",210,Jun 29 1998,3,121,104,121,91,0,0,13,0,79,1,0,0,0,0,27,14,0,1.7,$740000,,miranjo01
Bailey Ober,28,us US,R,R,6' 9",260,Jul 12 1995,4,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,2.9,$761850,,oberba01
Steven Okert,32,us US,L,L,6' 2",202,Jul 9 1991,7,44,1,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,$1062500,,okertst01
Chris Paddack,28,us US,R,R,6' 5",217,Jan 8 1996,6,17,17,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0.4,$2525000,,paddach01
Trevor Richards,31,us US,R,R,6' 2",205,May 15 1993,7,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,richatr01
Joe Ryan,28,us US,R,R,6' 2",205,Jun 5 1996,4,23,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,2.3,$758850,,ryanjo04
Cole Sands,26,us US,R,R,6' 3",215,Jul 17 1997,3,62,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,1.2,$749450,,sandsco01
Carlos Santana,38,do DO,B,R,5' 11",210,Apr 8 1986,15,150,141,150,146,0,0,146,0,0,0,0,0,0,0,3,8,0,2.5,$5250000,,santaca01
Josh Staumont,30,us US,R,R,6' 3",200,Dec 21 1993,6,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$950000,,staumjo01
Brock Stewart,32,us US,L,R,6' 3",220,Oct 3 1991,6,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,$900000,,stewabr01
Caleb Thielbar,37,us US,R,L,6' 0",205,Jan 31 1987,8,59,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,$3225000,,thielca01
Michael Tonkin,34,us US,R,R,6' 7",220,Nov 19 1989,7,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0.2,,,tonkimi01
Justin Topa,33,us US,R,R,6' 4",200,Mar 7 1991,5,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,$1250000,,topaju01
Louie Varland,26,us US,L,R,6' 1",205,Dec 9 1997,3,16,7,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,$745400,,varlalo01
Christian Vázquez,33,pr PR,R,R,5' 9",205,Aug 21 1990,10,93,84,93,89,0,86,1,0,3,0,0,0,0,0,3,3,0,-0.2,$10000000,,vazquch01
Matt Wallner,26,us US,L,R,6' 4",220,Dec 12 1997,3,75,62,75,58,1,0,0,0,0,0,24,0,34,57,14,11,0,2.2,$745550,,wallnma01
Josh Winder,27,us US,R,R,6' 5",210,Oct 11 1996,3,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,$751850,,windejo01
Simeon Woods Richardson,23,us US,R,R,6' 3",210,Sep 27 2000,3,28,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,2.0,$740000,,woodssi01
